ID,Label,Parent_class,OBO_Validated_isa,validation_date_isa,part_of,OBO_Validated_po,validation_date_po
UBERON:0012375,subserosa,,,,,,
UBERON:0001154,vermiform appendix,,,,,,
UBERON:0012375,,,,,,,
UBERON:0012498,serosa,,,,,,
UBERON:0001154,vermiform appendix,,,,,,
UBERON:0012498,,,,,UBERON:0001154,True,2021-09-27T15:38:00.727536
UBERON:0003335,serosa,,,,,,
UBERON:0012498,serosa,,,,,,
UBERON:0003335,,,,,,,
UBERON:0001156,ascending colon,,,,,,
UBERON:0000059,large intestine,,,,,,
UBERON:0001156,,,,,UBERON:0000059,True,2021-09-27T15:38:02.471176
UBERON:0004989,mucosa,,,,,,
UBERON:0001156,ascending colon,,,,,,
UBERON:0004989,,,,,,,
UBERON:0000317,colonic mucosa,,,,,,
UBERON:0001156,ascending colon,,,,,,
UBERON:0000317,,,,,,,
UBERON:0007178,muscularis mucosae of colon,,,,,,
UBERON:0001156,ascending colon,,,,,,
UBERON:0007178,,,,,,,
UBERON:0003331,submucosa of colon,,,,,,
UBERON:0001156,ascending colon,,,,,,
UBERON:0003331,,,,,,,
UBERON:0012489,muscle layer of colon,,,,,,
UBERON:0001156,ascending colon,,,,,,
UBERON:0012489,,,,,,,
UBERON:0012375,subserosa,,,,,,
UBERON:0001156,ascending colon,,,,,,
UBERON:0012375,,,,,,,
UBERON:0012419,omental coli,,,,,,
UBERON:0001156,ascending colon,,,,,,
UBERON:0012419,,,,,,,
UBERON:0012419,omental coli,,,,,,
UBERON:0012419,omental coli,,,,,,
UBERON:0012419,,UBERON:0012419,True,2021-09-27T15:38:10.192624,,,
UBERON:0003335,serosa,,,,,,
UBERON:0001156,ascending colon,,,,,,
UBERON:0003335,,,,,,,
UBERON:0022277,hepatic flexure of colon,,,,,,
UBERON:0000059,large intestine,,,,,,
UBERON:0022277,,,,,UBERON:0000059,True,2021-09-27T15:38:11.585286
UBERON:0004989,mucosa,,,,,,
UBERON:0022277,hepatic flexure of colon,,,,,,
UBERON:0004989,,,,,,,
UBERON:0000317,colonic mucosa,,,,,,
UBERON:0022277,hepatic flexure of colon,,,,,,
UBERON:0000317,,,,,,,
UBERON:0007178,muscularis mucosae of colon,,,,,,
UBERON:0022277,hepatic flexure of colon,,,,,,
UBERON:0007178,,,,,,,
UBERON:0003331,submucosa of colon,,,,,,
UBERON:0022277,hepatic flexure of colon,,,,,,
UBERON:0003331,,,,,,,
UBERON:0012489,muscle layer of colon,,,,,,
UBERON:0022277,hepatic flexure of colon,,,,,,
UBERON:0012489,,,,,,,
UBERON:0012375,subserosa,,,,,,
UBERON:0022277,hepatic flexure of colon,,,,,,
UBERON:0012375,,,,,,,
UBERON:0012419,omental coli,,,,,,
UBERON:0022277,hepatic flexure of colon,,,,,,
UBERON:0012419,,,,,,,
UBERON:0003335,serosa,,,,,,
UBERON:0022277,hepatic flexure of colon,,,,,,
UBERON:0003335,,,,,,,
UBERON:0001157,transverse colon,,,,,,
UBERON:0000059,large intestine,,,,,,
UBERON:0001157,,,,,UBERON:0000059,True,2021-09-27T15:38:20.030569
UBERON:0004989,mucosa,,,,,,
UBERON:0001157,transverse colon,,,,,,
UBERON:0004989,,,,,,,
UBERON:0000317,colonic mucosa,,,,,,
UBERON:0001157,transverse colon,,,,,,
UBERON:0000317,,,,,,,
UBERON:0007178,muscularis mucosae of colon,,,,,,
UBERON:0001157,transverse colon,,,,,,
UBERON:0007178,,,,,,,
UBERON:0003331,submucosa of colon,,,,,,
UBERON:0001157,transverse colon,,,,,,
UBERON:0003331,,,,,,,
UBERON:0012489,muscle layer of colon,,,,,,
UBERON:0001157,transverse colon,,,,,,
UBERON:0012489,,,,,,,
UBERON:0012375,subserosa,,,,,,
UBERON:0001157,transverse colon,,,,,,
UBERON:0012375,,,,,,,
UBERON:0012419,omental coli,,,,,,
UBERON:0001157,transverse colon,,,,,,
UBERON:0012419,,,,,,,
UBERON:0003335,serosa,,,,,,
UBERON:0001157,transverse colon,,,,,,
UBERON:0003335,,,,,,,
UBERON:0022276,splenic flexure of colon,,,,,,
UBERON:0000059,large intestine,,,,,,
UBERON:0022276,,,,,UBERON:0000059,True,2021-09-27T15:38:28.298260
UBERON:0004989,mucosa,,,,,,
UBERON:0022276,splenic flexure of colon,,,,,,
UBERON:0004989,,,,,,,
UBERON:0000317,colonic mucosa,,,,,,
UBERON:0022276,splenic flexure of colon,,,,,,
UBERON:0000317,,,,,,,
UBERON:0007178,muscularis mucosae of colon,,,,,,
UBERON:0022276,splenic flexure of colon,,,,,,
UBERON:0007178,,,,,,,
UBERON:0003331,submucosa of colon,,,,,,
UBERON:0022276,splenic flexure of colon,,,,,,
UBERON:0003331,,,,,,,
UBERON:0012489,muscle layer of colon,,,,,,
UBERON:0022276,splenic flexure of colon,,,,,,
UBERON:0012489,,,,,,,
UBERON:0012375,subserosa,,,,,,
UBERON:0022276,splenic flexure of colon,,,,,,
UBERON:0012375,,,,,,,
UBERON:0012419,omental coli,,,,,,
UBERON:0022276,splenic flexure of colon,,,,,,
UBERON:0012419,,,,,,,
UBERON:0003335,serosa,,,,,,
UBERON:0022276,splenic flexure of colon,,,,,,
UBERON:0003335,,,,,,,
UBERON:0001158,descending colon,,,,,,
UBERON:0000059,large intestine,,,,,,
UBERON:0001158,,,,,UBERON:0000059,True,2021-09-27T15:38:37.082604
UBERON:0004989,mucosa,,,,,,
UBERON:0001158,descending colon,,,,,,
UBERON:0004989,,,,,,,
UBERON:0000317,colonic mucosa,,,,,,
UBERON:0001158,descending colon,,,,,,
UBERON:0000317,,,,,,,
UBERON:0007178,muscularis mucosae of colon,,,,,,
UBERON:0001158,descending colon,,,,,,
UBERON:0007178,,,,,,,
UBERON:0003331,submucosa of colon,,,,,,
UBERON:0001158,descending colon,,,,,,
UBERON:0003331,,,,,,,
UBERON:0012489,muscle layer of colon,,,,,,
UBERON:0001158,descending colon,,,,,,
UBERON:0012489,,,,,,,
UBERON:0012375,subserosa,,,,,,
UBERON:0001158,descending colon,,,,,,
UBERON:0012375,,,,,,,
UBERON:0012419,omental coli,,,,,,
UBERON:0001158,descending colon,,,,,,
UBERON:0012419,,,,,,,
UBERON:0003335,serosa,,,,,,
UBERON:0001158,descending colon,,,,,,
UBERON:0003335,,,,,,,
UBERON:0001159,sigmoid colon,,,,,,
UBERON:0000059,large intestine,,,,,,
UBERON:0001159,,,,,UBERON:0000059,True,2021-09-27T15:38:44.669267
UBERON:0004989,mucosa,,,,,,
UBERON:0001159,sigmoid colon,,,,,,
UBERON:0004989,,,,,,,
UBERON:0000317,colonic mucosa,,,,,,
UBERON:0001159,sigmoid colon,,,,,,
UBERON:0000317,,,,,,,
UBERON:0007178,muscularis mucosae of colon,,,,,,
UBERON:0001159,sigmoid colon,,,,,,
UBERON:0007178,,,,,,,
UBERON:0003331,submucosa of colon,,,,,,
UBERON:0001159,sigmoid colon,,,,,,
UBERON:0003331,,,,,,,
UBERON:0012489,muscle layer of colon,,,,,,
UBERON:0001159,sigmoid colon,,,,,,
UBERON:0012489,,,,,,,
UBERON:0012375,subserosa,,,,,,
UBERON:0001159,sigmoid colon,,,,,,
UBERON:0012375,,,,,,,
UBERON:0012419,omental coli,,,,,,
UBERON:0001159,sigmoid colon,,,,,,
UBERON:0012419,,,,,,,
UBERON:0003335,serosa,,,,,,
UBERON:0001159,sigmoid colon,,,,,,
UBERON:0003335,,,,,,,
UBERON:0001052,rectum,,,,,,
UBERON:0000059,large intestine,,,,,,
UBERON:0001052,,,,,UBERON:0000059,True,2021-09-27T15:38:52.329366
UBERON:0004989,mucosa,,,,,,
UBERON:0001052,rectum,,,,,,
UBERON:0004989,,,,,,,
UBERON:0000317,colonic mucosa,,,,,,
UBERON:0001052,rectum,,,,,,
UBERON:0000317,,,,,,,
UBERON:0007178,muscularis mucosae of colon,,,,,,
UBERON:0001052,rectum,,,,,,
UBERON:0007178,,,,,,,
UBERON:0003331,submucosa of colon,,,,,,
UBERON:0001052,rectum,,,,,,
UBERON:0003331,,,,,,,
UBERON:0012489,muscle layer of colon,,,,,,
UBERON:0001052,rectum,,,,,,
UBERON:0012489,,,,,,,
UBERON:0012375,subserosa,,,,,,
UBERON:0001052,rectum,,,,,,
UBERON:0012375,,,,,,,
UBERON:0003335,serosa,,,,,,
UBERON:0001052,rectum,,,,,,
UBERON:0003335,,,,,,,
UBERON:0000159,anal canal,,,,,,
UBERON:0000059,large intestine,,,,,,
UBERON:0000159,,,,,UBERON:0000059,True,2021-09-27T15:39:01.344155
UBERON:0004989,mucosa,,,,,,
UBERON:0000159,anal canal,,,,,,
UBERON:0004989,,,,,,,
UBERON:0000317,colonic mucosa,,,,,,
UBERON:0000159,anal canal,,,,,,
UBERON:0000317,,,,,,,
UBERON:0007178,muscularis mucosae of colon,,,,,,
UBERON:0000159,anal canal,,,,,,
UBERON:0007178,,,,,,,
UBERON:0003331,submucosa of colon,,,,,,
UBERON:0000159,anal canal,,,,,,
UBERON:0003331,,,,,,,
UBERON:0012489,muscle layer of colon,,,,,,
UBERON:0000159,anal canal,,,,,,
UBERON:0012489,,,,,,,
UBERON:0012375,subserosa,,,,,,
UBERON:0000159,anal canal,,,,,,
UBERON:0012375,,,,,,,
UBERON:0003342,mucosa,,,,,,
UBERON:0000159,anal canal,,,,,,
UBERON:0003342,,,,,UBERON:0000159,True,2021-09-27T15:39:07.283399
UBERON:0015716,epithelium,,,,,,
UBERON:0003342,mucosa,,,,,,
UBERON:0015716,,,,,,,
UBERON:0000397,colonic epithelium,,,,,,
UBERON:0000159,anal canal,,,,,,
UBERON:0000397,,,,,,,
UBERON:0000397,colonic epithelium,,,,,,
UBERON:0000397,colonic epithelium,,,,,,
UBERON:0000397,,UBERON:0000397,True,2021-09-27T15:39:09.877641,,,
UBERON:0013485,crypt,,,,,,
UBERON:0000397,colonic epithelium,,,,,,
UBERON:0013485,,,,,,,
UBERON:0007177,lamina propria,,,,,,
UBERON:0000159,anal canal,,,,,,
UBERON:0007177,,,,,,,
UBERON:0007177,lamina propria,,,,,,
UBERON:0007177,lamina propria,,,,,,
UBERON:0007177,,UBERON:0007177,True,2021-09-27T15:39:12.512630,,,
UBERON:0004760,anal gland,,,,,,
UBERON:0003331,submucosa of colon,,,,,,
UBERON:0004760,,,,,,,
UBERON:0005742,adventitia,,,,,,
UBERON:0000159,anal canal,,,,,,
UBERON:0005742,,,,,,,
UBERON:0005742,adventitia,,,,,,
UBERON:0005742,adventitia,,,,,,
UBERON:0005742,,UBERON:0005742,True,2021-09-27T15:39:15.379854,,,
UBERON:0001245,anus,,,,,,
UBERON:0000059,large intestine,,,,,,
UBERON:0001245,,,,,,,
UBERON:0001003,epidermis,,,,,,
UBERON:0001245,anus,,,,,,
UBERON:0001003,,,,,,,
UBERON:0001003,epidermis,,,,,,
UBERON:0001003,epidermis,,,,,,
UBERON:0001003,,UBERON:0001003,True,2021-09-27T15:39:18.122521,,,
UBERON:0002067,dermis,,,,,,
UBERON:0001245,anus,,,,,,
UBERON:0002067,,,,,,,
UBERON:0002073,hair follicle,,,,,,
UBERON:0002067,dermis,,,,,,
UBERON:0002073,,,,,,,
UBERON:0001821,sebaceous gland,,,,,,
UBERON:0002067,dermis,,,,,,
UBERON:0001821,,,,,,,
UBERON:0008974,apocrine gland,,,,,,
UBERON:0002067,dermis,,,,,,
UBERON:0008974,,,,,,,
UBERON:0002384,connective tissue,,,,,,
UBERON:0002067,dermis,,,,,,
UBERON:0002384,,,,,,,
UBERON:0001961,mucosa-associated lymphoid tissue,,,,,,
UBERON:0002067,dermis,,,,,,
UBERON:0001961,,,,,,,
UBERON:0006134,nerve fiber,,,,,,
UBERON:0002067,dermis,,,,,,
UBERON:0006134,,,,,,,
UBERON:0000055,vessel,,,,,,
UBERON:0002067,dermis,,,,,,
UBERON:0000055,,,,,,,
UBERON:0002190,subcutaneous adipose tissue,,,,,,
UBERON:0001245,anus,,,,,,
UBERON:0002190,,,,,,,
UBERON:0002384,connective tissue,,,,,,
UBERON:0002190,subcutaneous adipose tissue,,,,,,
UBERON:0002384,,,,,,,
UBERON:0001961,mucosa-associated lymphoid tissue,,,,,,
UBERON:0002190,subcutaneous adipose tissue,,,,,,
UBERON:0001961,,,,,,,
UBERON:0006134,nerve fiber,,,,,,
UBERON:0002190,subcutaneous adipose tissue,,,,,,
UBERON:0006134,,,,,,,
UBERON:0000055,vessel,,,,,,
UBERON:0002190,subcutaneous adipose tissue,,,,,,
UBERON:0000055,,,,,,,
UBERON:0001367,external anal sphincter,,,,,,
UBERON:0002190,subcutaneous adipose tissue,,,,,,
UBERON:0001367,,,,,,,
