ID,Label,User_label,Parent_class,OBO_Validated_isa,validation_date_isa,part_of,OBO_Validated_po,validation_date_po,overlaps,OBO_Validated_overlaps,validation_date_overlaps,connected_to,OBO_Validated_ct,validation_date_ct,develops_from,OBO_Validated_df,validation_date_df,has_part,OBO_Validated_hp,validation_date_hp
CL:0000049,,common myeloid progenitor,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000837,,hematopoietic multipotent progenitor cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000037,,hemopoietic stem cell,,,,,,,,,,,,,,,,,,
CL:0000837,,hematopoietic multipotent progenitor cell,,,,,,,,,,,,,,,,,,
CL:0000037,,hemopoietic stem cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000837,,hematopoietic multipotent progenitor cell,,,,,,,,,,,,,,,,,,
CL:0000837,,hematopoietic multipotent progenitor cell,,,,,,,,,,,,,,,,,,
CL:0000837,,hematopoietic multipotent progenitor cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0001054,,CD14-positive monocyte,,,,,,,,,,,,,,,,,,
CL:0000576,,monocyte,,,,,,,,,,,,,,,,,,
CL:0001054,,CD14-positive monocyte,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0002396,,"CD14-low, CD16-positive monocyte",,,,,,,,,,,,,,,,,,
CL:0000576,,monocyte,,,,,,,,,,,,,,,,,,
CL:0002396,,"CD14-low, CD16-positive monocyte",,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000559,,promonocyte,,,,,,,,,,,,,,,,,,
CL:0000576,,monocyte,,,,,,,,,,,,,,,,,,
CL:0000559,,promonocyte,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000576,,monocyte,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0002193,,myelocyte,,,,,,,,,,,,,,,,,,
CL:0000775,,neutrophil,,,,,,,,,,,,,,,,,,
CL:0002193,,myelocyte,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000775,,neutrophil,,,,,,,,,,,,,,,,,,
CL:0000775,,neutrophil,,,,,,,,,,,,,,,,,,
CL:0000775,,neutrophil,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000836,,promyelocyte,,,,,,,,,,,,,,,,,,
CL:0000775,,neutrophil,,,,,,,,,,,,,,,,,,
CL:0000836,,promyelocyte,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000771,,eosinophil,,,,,,,,,,,,,,,,,,
CL:0000094,,granulocyte,,,,,,,,,,,,,,,,,,
CL:0000771,,eosinophil,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000767,,basophil,,,,,,,,,,,,,,,,,,
CL:0000094,,granulocyte,,,,,,,,,,,,,,,,,,
CL:0000767,,basophil,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000097,,mast cell,,,,,,,,,,,,,,,,,,
CL:0000094,,granulocyte,,,,,,,,,,,,,,,,,,
CL:0000097,,mast cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000084,,T cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0001062,,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",,,,,,,,,,,,,,,,,,
CL:0000084,,T cell,,,,,,,,,,,,,,,,,,
CL:0001062,,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000938,,"CD16-negative, CD56-bright natural killer cell",,,,,,,,,,,,,,,,,,
CL:0000814,,mature NK T cell,,,,,,,,,,,,,,,,,,
CL:0000938,,"CD16-negative, CD56-bright natural killer cell",,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000824,,mature natural killer cell,,,,,,,,,,,,,,,,,,
CL:0000814,,mature NK T cell,,,,,,,,,,,,,,,,,,
CL:0000824,,mature natural killer cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000815,,regulatory T cell,,,,,,,,,,,,,,,,,,
CL:0000084,,T cell,,,,,,,,,,,,,,,,,,
CL:0000815,,regulatory T cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000767,,,CL:0000094,True,2022-01-24T07:02:59.088630,,,,,,,,,,,,,,,
CL:0000788,,,CL:0000945,True,2022-01-24T07:02:59.088646,,,,,,,,,,,,,,,
CL:0001062,,,CL:0000084,True,2022-01-24T07:02:59.088649,,,,,,,,,,,,,,,
CL:0000771,,,CL:0000094,True,2022-01-24T07:02:59.088651,,,,,,,,,,,,,,,
CL:0002396,,,CL:0000576,True,2022-01-24T07:02:59.088653,,,,,,,,,,,,,,,
CL:0000815,,,CL:0000084,True,2022-01-24T07:02:59.088655,,,,,,,,,,,,,,,
CL:0000817,,,CL:0000945,True,2022-01-24T07:02:59.088656,,,,,,,,,,,,,,,
CL:0000787,,,CL:0000945,True,2022-01-24T07:02:59.088660,,,,,,,,,,,,,,,
CL:0000786,,,CL:0000945,True,2022-01-24T07:02:59.088662,,,,,,,,,,,,,,,
CL:0000816,,,CL:0000945,True,2022-01-24T07:02:59.088664,,,,,,,,,,,,,,,
CL:0000818,,,CL:0000945,True,2022-01-24T07:02:59.088665,,,,,,,,,,,,,,,
CL:0001054,,,CL:0000576,True,2022-01-24T07:02:59.088667,,,,,,,,,,,,,,,
CL:0001058,,,CL:0001056,True,2022-01-24T07:02:59.088669,,,,,,,,,,,,,,,
CL:0000556,,,,,,UBERON:0002371,True,2022-01-24T07:03:00.493283,,,,,,,,,,,,
CL:0000836,,,,,,,,,CL:0000775,True,2022-01-24T07:03:01.820800,,,,,,,,,
CL:0000049,,,,,,,,,,,,,,,CL:0000837,True,2022-01-24T07:03:02.888183,,,
CL:0000050,,,,,,,,,,,,,,,CL:0000837,True,2022-01-24T07:03:02.888199,,,
CL:0000051,,,,,,,,,,,,,,,CL:0000837,True,2022-01-24T07:03:02.888202,,,
