Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	Terminal CT/ID	Terminal CT/label	Terminal CT/user_label	Markers	References	Table
UBERON:0000397	colonic epithelium	lymphocyte	CL:0000935	CD4-negative, CD8-negative, alpha-beta intraepithelial T cell	surface intraepithelial CD4-CD8- lymphocyte alpha/beta	HGNC:1639, HGNC:1639, HGNC:1673, HGNC:1673, HGNC:1676, HGNC:1676, HGNC:1685, HGNC:1685, HGNC:1695, HGNC:1695	DOI:10.1093/intimm/7.9.1473|PMID:7495755	multi_loc
UBERON:0000423	eccrine sweat gland	Eccrine (sweat) glands	CL:1000417	myoepithelial cell of sweat gland	myoepithelial cell	HGNC:10492, HGNC:30840, HGNC:6436	DOI:10.1111/exd.12773|DOI:10.1111/1523-1747.ep12277180|DOI:10.1046/j.1365-2133.1997.17651853.x|PMID:26014472|PMID:2414369|PMID:9274623	Skin
UBERON:0000423	eccrine sweat gland	eccrine sweat gland	CL:1000417	myoepithelial cell of sweat gland	myoepithelial	HGNC:130, HGNC:130	NoDOI	Large_intestine
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:11040	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:30988, HGNC:9591	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:3770, HGNC:38, HGNC:53007	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:1077, HGNC:11005, HGNC:19090	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:11595, HGNC:6715	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:1346, HGNC:2198, HGNC:3601	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:2192, HGNC:30927	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:1072, HGNC:1346	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:12261, HGNC:27287, HGNC:8239	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:1487, HGNC:2360, HGNC:8239	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:1487	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:8239	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:12405, HGNC:37261	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:28395, HGNC:37261	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:3690, HGNC:37261, HGNC:5318	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:0000127	astrocyte	astrocyte	HGNC:3180, HGNC:43436, HGNC:5318, HGNC:613	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000127	astrocyte	astrocyte	HGNC:42700, HGNC:4453, HGNC:5318	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000127	astrocyte	astrocyte	HGNC:44915, HGNC:5318, HGNC:613	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000127	astrocyte	astrocyte	HGNC:4235, HGNC:633	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000127	astrocyte	astrocyte	HGNC:2389, HGNC:4235	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:0000127	astrocyte	astrocyte	HGNC:18374, HGNC:19719, HGNC:27363, HGNC:42700	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:20707, HGNC:51662, HGNC:9086	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:10044, HGNC:20675, HGNC:51662	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:20707, HGNC:3432, HGNC:9086	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:11740, HGNC:14082, HGNC:23091, HGNC:29268, HGNC:7189	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:20707, HGNC:23091, HGNC:23723, HGNC:7189	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:11740, HGNC:23091, HGNC:2389, HGNC:29268	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:2558, HGNC:28416, HGNC:50913	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:2558, HGNC:54229, HGNC:8133	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:2558, HGNC:352, HGNC:54229	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:18124, HGNC:19191, HGNC:50913	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:18124, HGNC:54124, HGNC:54229	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:3531, HGNC:7228	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:21695, HGNC:38712, HGNC:6152	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:54284, HGNC:9361	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:12405, HGNC:17379	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:21591, HGNC:26744, HGNC:8138	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:14217, HGNC:25396	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:4855	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:7872, HGNC:7955	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:19179, HGNC:30620, HGNC:983	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:13010, HGNC:16421, HGNC:9459	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:14005, HGNC:21735, HGNC:227, HGNC:26086	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:16189, HGNC:43906	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:8079, HGNC:8651	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:54290	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:11329, HGNC:26683, HGNC:54353	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:11050, HGNC:20692	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:10726, HGNC:4172, HGNC:6654	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:10889, HGNC:25552, HGNC:6132	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:10854, HGNC:11641, HGNC:30620, HGNC:6594	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:12695, HGNC:16709, HGNC:23571	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:11641, HGNC:19087, HGNC:2663, HGNC:6352	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:11641, HGNC:19087, HGNC:3126, HGNC:37462	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:11641, HGNC:6593	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:11329, HGNC:11641, HGNC:20866	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:19090, HGNC:6653, HGNC:9005	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:19090, HGNC:8619	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:19090, HGNC:3126, HGNC:8518	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:1442, HGNC:2171, HGNC:4392, HGNC:5295, HGNC:7001, HGNC:777	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:13733, HGNC:6653, HGNC:9005	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:13285, HGNC:2663, HGNC:4172	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:12872, HGNC:21694, HGNC:37462, HGNC:8010	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:6132, HGNC:8138	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:5114, HGNC:6654	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:21386, HGNC:22950, HGNC:23206, HGNC:9674	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:14005, HGNC:4392	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:777	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:11743, HGNC:6653	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:30748, HGNC:4172, HGNC:50698, HGNC:51231	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:4172, HGNC:50687	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:10889, HGNC:11517, HGNC:4172	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0000540	neuron	neuron	HGNC:14222, HGNC:52588, HGNC:8138	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0002453	oligodendrocyte precursor cell	oligodendrocyte precursor cell	HGNC:51662	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:0002453	oligodendrocyte precursor cell	oligodendrocyte precursor cell	HGNC:26287	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:0002453	oligodendrocyte precursor cell	oligodendrocyte precursor cell	HGNC:16983, HGNC:612	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:0002453	oligodendrocyte precursor cell	oligodendrocyte precursor cell	HGNC:16983	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:1001474	medium spiny neuron	medium spiny neuron	HGNC:4086, HGNC:6132	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:1001474	medium spiny neuron	eccentric medium spiny neuron	HGNC:19718, HGNC:219, HGNC:3520, HGNC:5184	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:1001474	medium spiny neuron	eccentric medium spiny neuron	HGNC:10640, HGNC:19718, HGNC:3520, HGNC:9679	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:1001474	medium spiny neuron	eccentric medium spiny neuron	HGNC:1954, HGNC:19718, HGNC:29	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:1001474	medium spiny neuron	eccentric medium spiny neuron	HGNC:16018, HGNC:38408, HGNC:8656	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:1001474	medium spiny neuron	medium spiny neuron	HGNC:3023, HGNC:3520, HGNC:8831	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:1001474	medium spiny neuron	medium spiny neuron	HGNC:10640, HGNC:13875, HGNC:6132	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023059	differentiation-committed oligodendrocyte precursor	committed oligodendrocyte precursor cell	HGNC:14344, HGNC:3791	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023059	differentiation-committed oligodendrocyte precursor	committed oligodendrocyte precursor cell	HGNC:974	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023059	differentiation-committed oligodendrocyte precursor	committed oligodendrocyte precursor cell	HGNC:23091, HGNC:7189	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023059	differentiation-committed oligodendrocyte precursor	committed oligodendrocyte precursor cell	HGNC:4471, HGNC:9142, HGNC:974	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023059	differentiation-committed oligodendrocyte precursor	committed oligodendrocyte precursor cell	HGNC:11740	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023059	differentiation-committed oligodendrocyte precursor	committed oligodendrocyte precursor cell	HGNC:20707	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	HGNC:17178, HGNC:3522, HGNC:7569	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	HGNC:12693, HGNC:17265	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023068	thalamic excitatory neuron	thalamic excitatory neuron	HGNC:11641, HGNC:18404, HGNC:25552, HGNC:9609	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023068	thalamic excitatory neuron	thalamic excitatory neuron	HGNC:24323, HGNC:9163, HGNC:9997	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023072	brain vascular cell	brain vascular cell	HGNC:5993, HGNC:9361	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023072	brain vascular cell	brain vascular cell	HGNC:13635	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023072	brain vascular cell	brain vascular cell	HGNC:17995, HGNC:3498	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023072	brain vascular cell	brain vascular cell	HGNC:130, HGNC:3498	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023072	brain vascular cell	brain vascular cell	HGNC:30400, HGNC:4871	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023072	brain vascular cell	brain vascular cell	HGNC:19194, HGNC:3498, HGNC:74	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023072	brain vascular cell	brain vascular cell	HGNC:11045, HGNC:11046, HGNC:14872	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023072	brain vascular cell	brain vascular cell	HGNC:11553, HGNC:130	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023072	brain vascular cell	brain vascular cell	HGNC:10937, HGNC:42872	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023072	brain vascular cell	brain vascular cell	HGNC:3498, HGNC:7060	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023072	brain vascular cell	brain vascular cell	HGNC:26213, HGNC:29836	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023073	choroid plexus cell	choroid plexus cell	HGNC:14344, HGNC:5147	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023073	choroid plexus cell	choroid plexus cell	HGNC:12405, HGNC:4462	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023073	choroid plexus cell	choroid plexus cell	HGNC:18695, HGNC:43906, HGNC:9086	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023073	choroid plexus cell	choroid plexus cell	HGNC:3791, HGNC:8824	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	HGNC:15576, HGNC:43906, HGNC:52895	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	HGNC:14866, HGNC:43906, HGNC:9477, HGNC:9957	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	HGNC:22128, HGNC:31110, HGNC:7941	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	HGNC:20754, HGNC:23631, HGNC:44222, HGNC:6714	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	HGNC:1077, HGNC:19194, HGNC:43906	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	HGNC:10259, HGNC:1077, HGNC:43906	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	HGNC:23631, HGNC:7941	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000955	brain	brain	CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	HGNC:10725, HGNC:43906, HGNC:52895, HGNC:9477	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	HGNC:10725, HGNC:11510, HGNC:30506, HGNC:43906, HGNC:53587	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000955	brain	brain	CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	HGNC:15576, HGNC:30506, HGNC:37078	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0000402	CNS interneuron	CNS interneuron	HGNC:19898, HGNC:2731, HGNC:7029	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0000402	CNS interneuron	CNS interneuron	HGNC:11517, HGNC:22950, HGNC:42435, HGNC:676, HGNC:7872	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0000679	glutamatergic neuron	glutamatergic neuron	HGNC:40401	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0000679	glutamatergic neuron	glutamatergic neuron	HGNC:27823, HGNC:52626, HGNC:53175	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0000679	glutamatergic neuron	glutamatergic neuron	HGNC:18638, HGNC:6136	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0000679	glutamatergic neuron	glutamatergic neuron	HGNC:10727, HGNC:14632, HGNC:52626	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0000679	glutamatergic neuron	glutamatergic neuron	HGNC:20391, HGNC:48724	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0000679	glutamatergic neuron	glutamatergic neuron	HGNC:3179	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0000679	glutamatergic neuron	glutamatergic neuron	HGNC:4680	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0002605	astrocyte of the cerebral cortex	astrocyte of the cerebral cortex	HGNC:3690, HGNC:43436, HGNC:5362	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0002605	astrocyte of the cerebral cortex	astrocyte of the cerebral cortex	HGNC:14864, HGNC:52515	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0010012	cerebral cortex neuron	cerebral cortex neuron	HGNC:26563	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0010012	cerebral cortex neuron	cerebral cortex neuron	HGNC:1183, HGNC:12338, HGNC:13010	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0010012	cerebral cortex neuron	cerebral cortex neuron	HGNC:2705, HGNC:48603	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0010012	cerebral cortex neuron	cerebral cortex neuron	HGNC:13542, HGNC:3446, HGNC:8569	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0010012	cerebral cortex neuron	cerebral cortex neuron	HGNC:54272	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0010012	cerebral cortex neuron	cerebral cortex neuron	HGNC:10259, HGNC:1686, HGNC:3488	DOI:10.1101/2022.10.12.511898	multi_loc
