row_number	s	slabel	user_slabel	o	olabel	user_olabel	deltaIC
48	UBERON:0008488	cremaster muscle	spermatic cord muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
48	UBERON:0008488	cremaster muscle	cremaster muscle	UBERON:0008488	cremaster muscle	spermatic cord muscle	
72	UBERON:0001500	muscle of manus	hand muscle	UBERON:0001499	muscle of arm	arm muscle	
73	UBERON:0001500	muscle of manus	hand muscle	UBERON:0001499	muscle of arm	arm muscle	
74	UBERON:0001500	muscle of manus	hand muscle	UBERON:0001499	muscle of arm	arm muscle	
75	UBERON:0001500	muscle of manus	hand muscle	UBERON:0001499	muscle of arm	arm muscle	
80	UBERON:0014377	hypothenar muscle	hypothenar hand muscle	UBERON:0001499	muscle of arm	arm muscle	
81	UBERON:0014377	hypothenar muscle	hypothenar hand muscle	UBERON:0001499	muscle of arm	arm muscle	
136	UBERON:0008549	prevertebral muscle	prevertebral muscle	UBERON:0002324	muscle of back	back muscle	
137	UBERON:0008549	prevertebral muscle	prevertebral muscle	UBERON:0002324	muscle of back	back muscle	
138	UBERON:0008549	prevertebral muscle	prevertebral muscle	UBERON:0002324	muscle of back	back muscle	
163	UBERON:0010990	transversospinales muscle	transversospinales muscle	UBERON:0002324	muscle of back	back muscle	
164	UBERON:0010990	transversospinales muscle	transversospinales muscle	UBERON:0002324	muscle of back	back muscle	
165	UBERON:0010990	transversospinales muscle	transversospinales muscle	UBERON:0002324	muscle of back	back muscle	
166	UBERON:0010990	transversospinales muscle	transversospinales muscle	UBERON:0002324	muscle of back	back muscle	
167	UBERON:0010990	transversospinales muscle	transversospinales muscle	UBERON:0002324	muscle of back	back muscle	
168	UBERON:0010990	transversospinales muscle	transversospinales muscle	UBERON:0002324	muscle of back	back muscle	
169	UBERON:0010990	transversospinales muscle	transversospinales muscle	UBERON:0002324	muscle of back	back muscle	
170	UBERON:0010990	transversospinales muscle	transversospinales muscle	UBERON:0002324	muscle of back	back muscle	
171	UBERON:0010990	transversospinales muscle	transversospinales muscle	UBERON:0002324	muscle of back	back muscle	
195	UBERON:0001601	extra-ocular muscle	extra-ocular muscle	UBERON:0002376	cranial muscle	cranial muscle	
196	UBERON:0001601	extra-ocular muscle	extra-ocular muscle	UBERON:0002376	cranial muscle	cranial muscle	
197	UBERON:0001601	extra-ocular muscle	extra-ocular muscle	UBERON:0002376	cranial muscle	cranial muscle	
198	UBERON:0001601	extra-ocular muscle	extra-ocular muscle	UBERON:0002376	cranial muscle	cranial muscle	
199	UBERON:0001601	extra-ocular muscle	extra-ocular muscle	UBERON:0002376	cranial muscle	cranial muscle	
200	UBERON:0001601	extra-ocular muscle	extra-ocular muscle	UBERON:0002376	cranial muscle	cranial muscle	
201	UBERON:0001601	extra-ocular muscle	extra-ocular muscle	UBERON:0002376	cranial muscle	cranial muscle	
202	UBERON:0001601	extra-ocular muscle	extra-ocular muscle	UBERON:0002376	cranial muscle	cranial muscle	
203	UBERON:0001601	extra-ocular muscle	extra-ocular muscle	UBERON:0002376	cranial muscle	cranial muscle	
204	UBERON:0001575	extrinsic muscle of tongue	extrinsic tongue muscle	UBERON:0002376	cranial muscle	cranial muscle	
205	UBERON:0001575	extrinsic muscle of tongue	extrinsic tongue muscle	UBERON:0002376	cranial muscle	cranial muscle	
206	UBERON:0001575	extrinsic muscle of tongue	extrinsic tongue muscle	UBERON:0002376	cranial muscle	cranial muscle	
207	UBERON:0001575	extrinsic muscle of tongue	extrinsic tongue muscle	UBERON:0002376	cranial muscle	cranial muscle	
208	UBERON:0001575	extrinsic muscle of tongue	extrinsic tongue muscle	UBERON:0002376	cranial muscle	cranial muscle	
209	UBERON:0001575	extrinsic muscle of tongue	extrinsic tongue muscle	UBERON:0002376	cranial muscle	cranial muscle	
210	UBERON:0011222	intra-ocular muscle	intrinsic eye muscle	UBERON:0002376	cranial muscle	cranial muscle	
211	UBERON:0011222	intra-ocular muscle	intrinsic eye muscle	UBERON:0002376	cranial muscle	cranial muscle	
212	UBERON:0011222	intra-ocular muscle	intrinsic eye muscle	UBERON:0002376	cranial muscle	cranial muscle	
213	UBERON:0011222	intra-ocular muscle	intrinsic eye muscle	UBERON:0002376	cranial muscle	cranial muscle	
214	UBERON:0001576	intrinsic muscle of tongue	intrinsic tongue muscle	UBERON:0002376	cranial muscle	cranial muscle	
215	UBERON:0001576	intrinsic muscle of tongue	intrinsic tongue muscle	UBERON:0002376	cranial muscle	cranial muscle	
216	UBERON:0001576	intrinsic muscle of tongue	intrinsic tongue muscle	UBERON:0002376	cranial muscle	cranial muscle	
217	UBERON:0001576	intrinsic muscle of tongue	intrinsic tongue muscle	UBERON:0002376	cranial muscle	cranial muscle	
218	UBERON:0001576	intrinsic muscle of tongue	intrinsic tongue muscle	UBERON:0002376	cranial muscle	cranial muscle	
246	UBERON:0010946	occipitofrontalis muscle	occipitofrontalis muscle	UBERON:0001577	facial muscle	muscle of facial expression	
247	UBERON:0010946	occipitofrontalis muscle	occipitofrontalis muscle	UBERON:0001577	facial muscle	muscle of facial expression	
248	UBERON:0010946	occipitofrontalis muscle	occipitofrontalis muscle	UBERON:0001577	facial muscle	muscle of facial expression	
249	UBERON:0001578	orbicularis oculi muscle	orbicularis oculi muscle	UBERON:0001577	facial muscle	muscle of facial expression	
250	UBERON:0001578	orbicularis oculi muscle	orbicularis oculi muscle	UBERON:0001577	facial muscle	muscle of facial expression	
251	UBERON:0001578	orbicularis oculi muscle	orbicularis oculi muscle	UBERON:0001577	facial muscle	muscle of facial expression	
260	UBERON:0003682	palatal muscle	palatal muscle	UBERON:0002376	cranial muscle	cranial muscle	
261	UBERON:0003682	palatal muscle	palatal muscle	UBERON:0002376	cranial muscle	cranial muscle	
262	UBERON:0003682	palatal muscle	palatal muscle	UBERON:0002376	cranial muscle	cranial muscle	
263	UBERON:0003682	palatal muscle	palatal muscle	UBERON:0002376	cranial muscle	cranial muscle	
264	UBERON:0003682	palatal muscle	palatal muscle	UBERON:0002376	cranial muscle	cranial muscle	
284	UBERON:0002000	gluteal muscle	gluteal muscle	UBERON:0001383	muscle of leg	leg muscle	
285	UBERON:0002000	gluteal muscle	gluteal muscle	UBERON:0001383	muscle of leg	leg muscle	
286	UBERON:0002000	gluteal muscle	gluteal muscle	UBERON:0001383	muscle of leg	leg muscle	
287	UBERON:0002000	gluteal muscle	gluteal muscle	UBERON:0001383	muscle of leg	leg muscle	
288	UBERON:0002000	gluteal muscle	gluteal muscle	UBERON:0001383	muscle of leg	leg muscle	
288	UBERON:0019202	inferior gemellus muscle	inferior gemellus muscle	UBERON:0002000	gluteal muscle	gluteal muscle	
289	UBERON:0002000	gluteal muscle	gluteal muscle	UBERON:0001383	muscle of leg	leg muscle	
290	UBERON:0002000	gluteal muscle	gluteal muscle	UBERON:0001383	muscle of leg	leg muscle	
291	UBERON:0002000	gluteal muscle	gluteal muscle	UBERON:0001383	muscle of leg	leg muscle	
292	UBERON:0002000	gluteal muscle	gluteal muscle	UBERON:0001383	muscle of leg	leg muscle	
292	UBERON:0019203	superior gemellus muscle	superior gemellus muscle	UBERON:0002000	gluteal muscle	gluteal muscle	
293	UBERON:0002000	gluteal muscle	gluteal muscle	UBERON:0001383	muscle of leg	leg muscle	
335	UBERON:0008549	prevertebral muscle	anterior vertebral muscle	UBERON:0002377	muscle of neck	neck muscle	
336	UBERON:0008549	prevertebral muscle	anterior vertebral muscle	UBERON:0002377	muscle of neck	neck muscle	
337	UBERON:0008549	prevertebral muscle	anterior vertebral muscle	UBERON:0002377	muscle of neck	neck muscle	
337	UBERON:0003250	rectus capitis lateralis muscle	rectus capitis lateralis muscle	UBERON:0008549	prevertebral muscle	anterior vertebral muscle	
338	UBERON:0008549	prevertebral muscle	anterior vertebral muscle	UBERON:0002377	muscle of neck	neck muscle	
338	UBERON:0008453	rectus capitis anterior	rectus capitus anterior muscle	UBERON:0008549	prevertebral muscle	anterior vertebral muscle	
339	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	UBERON:0002377	muscle of neck	neck muscle	
340	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	UBERON:0002377	muscle of neck	neck muscle	
341	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	UBERON:0002377	muscle of neck	neck muscle	
342	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	UBERON:0002377	muscle of neck	neck muscle	
343	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	UBERON:0002377	muscle of neck	neck muscle	
344	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	UBERON:0002377	muscle of neck	neck muscle	
345	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	UBERON:0002377	muscle of neck	neck muscle	
346	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	UBERON:0002377	muscle of neck	neck muscle	
347	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	UBERON:0002377	muscle of neck	neck muscle	
348	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	UBERON:0002377	muscle of neck	neck muscle	
349	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	UBERON:0002377	muscle of neck	neck muscle	
350	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	UBERON:0002377	muscle of neck	neck muscle	
351	UBERON:0008523	infrahyoid muscle	infrahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
352	UBERON:0008523	infrahyoid muscle	infrahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
353	UBERON:0008523	infrahyoid muscle	infrahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
354	UBERON:0008523	infrahyoid muscle	infrahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
355	UBERON:0008523	infrahyoid muscle	infrahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
356	UBERON:0008523	infrahyoid muscle	infrahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
357	UBERON:0008523	infrahyoid muscle	infrahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
372	UBERON:0001122	scalenus medius	scalenus medius muscle	UBERON:0008611	scalene muscle	lateral vertebral muscle	
390	UBERON:0008571	suprahyoid muscle	suprahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
391	UBERON:0008571	suprahyoid muscle	suprahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
392	UBERON:0008571	suprahyoid muscle	suprahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
393	UBERON:0008571	suprahyoid muscle	suprahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
394	UBERON:0008571	suprahyoid muscle	suprahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
395	UBERON:0008571	suprahyoid muscle	suprahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
396	UBERON:0008571	suprahyoid muscle	suprahyoid muscle	UBERON:0002377	muscle of neck	neck muscle	
