Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
external anal sphincter muscle			superficial part of external anal sphincter muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
perineal muscle	perineal muscle	UBERON:0002379	sphincter urethrae muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
perineal muscle	perineal muscle	UBERON:0002379	sphincter urethrovaginalis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
perineal muscle	perineal muscle	UBERON:0002379	superficial transverse perineal muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
abdomen muscle	muscle of abdomen	UBERON:0002378	posterior abdominal wall muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
posterior abdominal wall muscle			quadratus lumborum muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
posterior abdominal wall muscle			respiratory diaphragm muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
respiratory diaphragm muscle			costal part of respiratory diaphragm muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
respiratory diaphragm muscle			left crus of lumbar part of respiratory diaphragm muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
respiratory diaphragm muscle			right crus of lumbar part of respiratory diaphragm muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
respiratory diaphragm muscle			sternal part of respiratory diaphragm muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
abdomen muscle	muscle of abdomen	UBERON:0002378	spermatic cord muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
arm muscle	muscle of arm	UBERON:0001499	anterior compartment of arm muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
anterior compartment of arm muscle			articularis cubiti muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
arm muscle	muscle of arm	UBERON:0001499	anterior compartment of arm muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
anterior compartment of arm muscle			biceps brachii muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
biceps brachii muscle			long head of biceps brachii muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
biceps brachii muscle			short head of biceps brachii muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
arm muscle	muscle of arm	UBERON:0001499	anterior compartment of forearm muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
flexor carpi ulnaris muscle	flexor carpi ulnaris muscle	UBERON:0001522	humeral head of flexor carpi ulnaris muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
flexor carpi ulnaris muscle	flexor carpi ulnaris muscle	UBERON:0001522	ulnar head of flexor carpi ulnaris muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
flexor digitorum superficialis muscle	flexor digitorum superficialis	UBERON:0003222	humero-ulnar head of flexor digitorum superficialis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
flexor digitorum superficialis muscle	flexor digitorum superficialis	UBERON:0003222	radial head of flexor digitorum superficialis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
anterior compartment of forearm muscle			pronator quadratus muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
anterior compartment of forearm muscle			pronator teres muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
pronator teres muscle			humeral head of pronator teres muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
pronator teres muscle			ulnar head of pronator teres muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
hand muscle	muscle of manus	UBERON:0001500	dorsal interosseous of hand muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
hand muscle	muscle of manus	UBERON:0001500	lumbrical of hand muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
hand muscle	muscle of manus	UBERON:0001500	palmar interosseous muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
arm muscle	muscle of arm	UBERON:0001499	hypothenar compartment of hand muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
hypothenar compartment of hand muscle			flexor digiti minimi brevis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
hypothenar compartment of hand muscle			opponens digiti minimi muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
arm muscle	muscle of arm	UBERON:0001499	hypothenar hand muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
hypothenar hand muscle			abductor digiti minimi of hand muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
arm muscle	muscle of arm	UBERON:0001499	posterior compartment of arm muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
triceps brachii muscle	triceps brachii	UBERON:0001509	lateral head of triceps brachii muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
triceps brachii muscle	triceps brachii	UBERON:0001509	long head of triceps brachii muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
triceps brachii muscle	triceps brachii	UBERON:0001509	medial head of triceps brachii muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
arm muscle	muscle of arm	UBERON:0001499	posterior compartment of forearm muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
posterior compartment of forearm muscle			abductor pollicis longus muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
extensor carpi ulnaris muscle	extensor carpi ulnaris muscle	UBERON:0001526	humeral head of extensor carpi ulnaris muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
extensor carpi ulnaris muscle	extensor carpi ulnaris muscle	UBERON:0001526	ulnar head of extensor carpi ulnaris muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
posterior compartment of forearm muscle			extensor digitorum muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
posterior compartment of forearm muscle			extensor indicis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
deltoid muscle	deltoid	UBERON:0001476	acromial part of deltoid muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
deltoid muscle	deltoid	UBERON:0001476	clavicular part of deltoid muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
deltoid muscle	deltoid	UBERON:0001476	spinal part of deltoid muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
arm muscle	muscle of arm	UBERON:0001499	thenar compartment of hand muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
adductor pollicis muscle	adductor pollicis muscle	UBERON:0002962	oblique head of adductor pollicis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
adductor pollicis muscle	adductor pollicis muscle	UBERON:0002962	transverse head of adductor pollicis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
flexor pollicis brevis muscle	flexor pollicis brevis muscle	UBERON:0011012	deep head of flexor pollicis brevis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
flexor pollicis brevis muscle	flexor pollicis brevis muscle	UBERON:0011012	superficial head of flexor pollicis brevis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
thenar compartment of hand muscle			opponens pollicis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
back muscle	muscle of back	UBERON:0002324	erector spinae muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
erector spinae muscle			iliocostalis cervicalis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
erector spinae muscle			iliocostalis lumborum muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
erector spinae muscle			longissimus capitis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
back muscle	muscle of back	UBERON:0002324	intermediate back muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
intermediate back muscle			serratus posterior inferior muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
intermediate back muscle			serratus posterior superior muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
back muscle	muscle of back	UBERON:0002324	segmental back muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
segmental back muscle			anterior cervical intertransversarii muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
segmental back muscle			interspinales cervicalis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
segmental back muscle			interspinales lumborum muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
segmental back muscle			interspinales thoracis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
segmental back muscle			intertransversarii laterales lumborum muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
intertransversarii laterales lumborum muscle			dorsal part of intertransversarii laterales lumborum muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
intertransversarii laterales lumborum muscle			ventral part of intertransversarii laterales lumborum muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
segmental back muscle			lateral posterior cervical intertransversarii muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
segmental back muscle			medial lumbar intertransversarii muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
segmental back muscle			medial posterior cervical intertransversarii muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
segmental back muscle			thoracic intertransversarii muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
back muscle	muscle of back	UBERON:0002324	spinotransversales muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
spinotransversales muscle			splenius capitus muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
spinotransversales muscle			splenius cervicis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
back muscle	muscle of back	UBERON:0002324	superficial back muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
superficial back muscle			rhomboid major muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
superficial back muscle			rhomboid minor muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
trapezius muscle	trapezius muscle	UBERON:0002380	ascending part of trapezius muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
trapezius muscle	trapezius muscle	UBERON:0002380	descending part of trapezius muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
trapezius muscle	trapezius muscle	UBERON:0002380	transverse part of trapezius muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
transversospinales muscle	transversospinales muscle	UBERON:0010990	multifidus cervicis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
transversospinales muscle	transversospinales muscle	UBERON:0010990	multifidus lumborum muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
transversospinales muscle	transversospinales muscle	UBERON:0010990	multifidus thoracis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
transversospinales muscle	transversospinales muscle	UBERON:0010990	rotatores cervicis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
transversospinales muscle	transversospinales muscle	UBERON:0010990	rotatores thoracis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
transversospinales muscle	transversospinales muscle	UBERON:0010990	semispinalis capitis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
transversospinales muscle	transversospinales muscle	UBERON:0010990	semispinalis cervicis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
transversospinales muscle	transversospinales muscle	UBERON:0010990	semispinalis thoracis muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
pectoralis major muscle	pectoralis major	UBERON:0002381	abdominal part of pectoralis major muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
pectoralis major muscle	pectoralis major	UBERON:0002381	clavicular head of pectoralis major muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
pectoralis major muscle	pectoralis major	UBERON:0002381	sternocostal head of pectoralis major muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
shoulder muscle	muscle of shoulder	UBERON:0001482	subclavius muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
chest muscle	chest muscle	UBERON:0002426	thoracic wall muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
thoracic wall muscle			levator costarum muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
levator costarum muscle			levatores costarum breves of levator costarum muscle	FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019. ; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.	
