s	slabel	user_slabel	o	olabel	user_olabel
UBERON:0015480	proper hepatic artery	proper hepatic artery	UBERON:0005436	common hepatic artery	common hepatic artery
UBERON:0001192	left gastric artery	left gastric artery	UBERON:0001640	celiac artery	celiac artery
UBERON:0001194	splenic artery	splenic artery	UBERON:0001640	celiac artery	celiac artery
UBERON:0035830	left gastroepiploic artery	left gastroepiploic artery	UBERON:0001194	splenic artery	splenic artery
UBERON:0010399	spleen trabecular artery	spleen trabecular artery	UBERON:0001194	splenic artery	splenic artery
UBERON:0010401	spleen central arteriole	spleen central arteriole	UBERON:0010399	spleen trabecular artery	spleen trabecular artery
UBERON:0013132	penicillar arteriole	penicillar arteriole	UBERON:0010401	spleen central arteriole	spleen central arteriole
UBERON:0001191	common iliac artery	common iliac artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0001356	medial circumflex femoral artery	medial circumflex femoral artery	UBERON:0001355	deep femoral artery	deep femoral artery
UBERON:0001537	anterior tibial artery	anterior tibial artery	UBERON:0002250	popliteal artery	popliteal artery
UBERON:0001539	dorsalis pedis artery	dorsalis pedis artery	UBERON:0001537	anterior tibial artery	anterior tibial artery
UBERON:0009040	deep circumflex iliac artery	deep circumflex iliac artery	UBERON:0001308	external iliac artery	external iliac artery
UBERON:0001354	inferior epigastric artery	inferior epigastric artery	UBERON:0001308	external iliac artery	external iliac artery
UBERON:0034693	cremasteric artery	cremasteric artery	UBERON:0001354	inferior epigastric artery	inferior epigastric artery
UBERON:0034727	vestibular bulb artery	vestibular bulb artery	UBERON:0007315	internal pudendal artery	internal pudendal artery
UBERON:0008322	deep artery of clitoris	deep artery of clitoris	UBERON:0007315	internal pudendal artery	internal pudendal artery
UBERON:0008323	dorsal artery of clitoris	dorsal artery of clitoris	UBERON:0007315	internal pudendal artery	internal pudendal artery
UBERON:0001358	perineal artery	perineal artery	UBERON:0007315	internal pudendal artery	internal pudendal artery
UBERON:0034727	vestibular bulb artery	vestibular bulb artery	UBERON:0007315	internal pudendal artery	internal pudendal artery
UBERON:0005192	deferent duct artery	deferent duct artery	UBERON:0001310	umbilical artery	umbilical artery
UBERON:0015173	helicine branch of uterine artery	helicine branch of uterine artery	UBERON:0002493	uterine artery	uterine artery
UBERON:0001183	inferior mesenteric artery	inferior mesenteric artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0035180	sigmoid artery	sigmoid artery	UBERON:0001183	inferior mesenteric artery	inferior mesenteric artery
UBERON:0035040	superior rectal artery	superior rectal artery	UBERON:0001183	inferior mesenteric artery	inferior mesenteric artery
UBERON:0012255	inferior phrenic artery	inferior phrenic artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0001198	superior suprarenal artery	superior suprarenal artery	UBERON:0012255	inferior phrenic artery	inferior phrenic artery
UBERON:0035529	left common iliac artery	left common iliac artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0001186	left renal artery	left renal artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0001189	left testicular artery	left testicular artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0006636	lumbar artery	lumbar artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0005464	median sacral artery	median sacral artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0012173	middle suprarenal artery	middle suprarenal artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0001184	renal artery	renal artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0002056	inferior suprarenal artery	inferior suprarenal artery	UBERON:0001184	renal artery	renal artery
UBERON:0001552	kidney arcuate artery	kidney arcuate artery	UBERON:0009885	interlobar artery	interlobar artery
UBERON:0004639	renal afferent arteriole	renal afferent arteriole	UBERON:0004723	interlobular artery	interlobular artery
UBERON:0003468	ureteric segment of renal artery	ureteric segment of renal artery	UBERON:0001184	renal artery	renal artery
UBERON:0035322	right common iliac artery	right common iliac artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0001185	right renal artery	right renal artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0001188	right testicular artery	right testicular artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0001182	superior mesenteric artery	superior mesenteric artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0005628	ileal artery	ileal artery	UBERON:0001182	superior mesenteric artery	superior mesenteric artery
UBERON:0001197	ileocolic artery	ileocolic artery	UBERON:0001182	superior mesenteric artery	superior mesenteric artery
UBERON:0001195	inferior pancreaticoduodenal artery	inferior pancreaticoduodenal artery	UBERON:0001182	superior mesenteric artery	superior mesenteric artery
UBERON:0001196	middle colic artery	middle colic artery	UBERON:0001182	superior mesenteric artery	superior mesenteric artery
UBERON:0001187	testicular artery	testicular artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0035273	superior thoracic artery	superior thoracic artery	UBERON:0001394	axillary artery	axillary artery
UBERON:0012321	deep cervical artery	deep cervical artery	UBERON:0004688	costo-cervical trunk	costo-cervical trunk
UBERON:0002456	internal thoracic artery	internal thoracic artery	UBERON:0001533	subclavian artery	subclavian artery
UBERON:0006632	musculo-phrenic artery	musculo-phrenic artery	UBERON:0002456	internal thoracic artery	internal thoracic artery
UBERON:0007153	superior epigastric artery	superior epigastric artery	UBERON:0002456	internal thoracic artery	internal thoracic artery
UBERON:0018243	thymic artery	thymic artery	UBERON:0002456	internal thoracic artery	internal thoracic artery
UBERON:0012322	ascending cervical artery	ascending cervical artery	UBERON:0007149	inferior thyroid artery	inferior thyroid artery
UBERON:0001535	vertebral artery	vertebral artery	UBERON:0001533	subclavian artery	subclavian artery
UBERON:0005431	anterior spinal artery	anterior spinal artery	UBERON:0001535	vertebral artery	vertebral artery
UBERON:0001633	basilar artery	basilar artery	UBERON:0001535	vertebral artery	vertebral artery
UBERON:0009689	anterior inferior cerebellar artery	anterior inferior cerebellar artery	UBERON:0001633	basilar artery	basilar artery
UBERON:0001636	posterior cerebral artery	posterior cerebral artery	UBERON:0001633	basilar artery	basilar artery
UBERON:0001635	superior cerebellar artery	superior cerebellar artery	UBERON:0001633	basilar artery	basilar artery
UBERON:0009688	posterior inferior cerebellar artery	posterior inferior cerebellar artery	UBERON:0001535	vertebral artery	vertebral artery
UBERON:0001139	common iliac vein	common iliac vein	UBERON:0001072	posterior vena cava	posterior vena cava
UBERON:0001363	great saphenous vein	great saphenous vein	UBERON:0001361	femoral vein	femoral vein
UBERON:0001550	medial marginal vein	medial marginal vein	UBERON:0001363	great saphenous vein	great saphenous vein
UBERON:0014692	superficial epigastric vein	superficial epigastric vein	UBERON:0001363	great saphenous vein	great saphenous vein
UBERON:0035234	medial circumflex femoral vein	medial circumflex femoral vein	UBERON:0001361	femoral vein	femoral vein
UBERON:0001544	popliteal vein	popliteal vein	UBERON:0001361	femoral vein	femoral vein
UBERON:0001545	anterior tibial vein	anterior tibial vein	UBERON:0001544	popliteal vein	popliteal vein
UBERON:0013143	gastrocnemius vein	gastrocnemius vein	UBERON:0001544	popliteal vein	popliteal vein
UBERON:0001546	posterior tibial vein	posterior tibial vein	UBERON:0001544	popliteal vein	popliteal vein
UBERON:0001547	small saphenous vein	small saphenous vein	UBERON:0001544	popliteal vein	popliteal vein
UBERON:0001548	lateral marginal vein	lateral marginal vein	UBERON:0001547	small saphenous vein	small saphenous vein
UBERON:0013144	vein of genicular venous plexus	vein of genicular venous plexus	UBERON:0001544	popliteal vein	popliteal vein
UBERON:0007154	inferior epigastric vein	inferior epigastric vein	UBERON:0001316	external iliac vein	external iliac vein
UBERON:0006690	deep dorsal vein of clitoris	deep dorsal vein of clitoris	UBERON:0001317	internal iliac vein	internal iliac vein
UBERON:0006656	deep dorsal vein of penis	deep dorsal vein of penis	UBERON:0001317	internal iliac vein	internal iliac vein
UBERON:0001318	inferior vesical vein	inferior vesical vein	UBERON:0001317	internal iliac vein	internal iliac vein
UBERON:0001321	obturator vein	obturator vein	UBERON:0001317	internal iliac vein	internal iliac vein
UBERON:0001362	perineal vein	perineal vein	UBERON:0001317	internal iliac vein	internal iliac vein
UBERON:0006355	superior vesical vein	superior vesical vein	UBERON:0001317	internal iliac vein	internal iliac vein
UBERON:0001319	vaginal vein	vaginal vein	UBERON:0001317	internal iliac vein	internal iliac vein
UBERON:0002460	vesical vein	vesical vein	UBERON:0001317	internal iliac vein	internal iliac vein
UBERON:0001143	hepatic vein	hepatic vein	UBERON:0001072	posterior vena cava	posterior vena cava
UBERON:0001215	inferior mesenteric vein	inferior mesenteric vein	UBERON:0003713	splenic vein	splenic vein
UBERON:0001214	pancreatic tributary of splenic vein	pancreatic tributary of splenic vein	UBERON:0003713	splenic vein	splenic vein
UBERON:0001217	ileal vein	ileal vein	UBERON:0001138	superior mesenteric vein	superior mesenteric vein
UBERON:0001219	ileocolic vein	ileocolic vein	UBERON:0001138	superior mesenteric vein	superior mesenteric vein
UBERON:0001216	jejunal vein	jejunal vein	UBERON:0001138	superior mesenteric vein	superior mesenteric vein
UBERON:0001218	middle colic vein	middle colic vein	UBERON:0001138	superior mesenteric vein	superior mesenteric vein
UBERON:0011955	left hepatic vein	left hepatic vein	UBERON:0001072	posterior vena cava	posterior vena cava
UBERON:0001142	left renal vein	left renal vein	UBERON:0001072	posterior vena cava	posterior vena cava
UBERON:0011957	middle hepatic vein	middle hepatic vein	UBERON:0001072	posterior vena cava	posterior vena cava
UBERON:0001140	renal vein	renal vein	UBERON:0001072	posterior vena cava	posterior vena cava
UBERON:0011956	right hepatic vein	right hepatic vein	UBERON:0001072	posterior vena cava	posterior vena cava
UBERON:0001141	right renal vein	right renal vein	UBERON:0001072	posterior vena cava	posterior vena cava
UBERON:0006665	accessory hemiazygos vein	accessory hemiazygos vein	UBERON:0001594	azygos vein	azygos vein
UBERON:0006663	hemiazygos vein	hemiazygos vein	UBERON:0001594	azygos vein	azygos vein
UBERON:0001660	maxillary vein	maxillary vein	UBERON:0001656	retromandibular vein	retromandibular vein
UBERON:0001658	middle temporal vein	middle temporal vein	UBERON:0001656	retromandibular vein	retromandibular vein
UBERON:0001657	superficial temporal vein	superficial temporal vein	UBERON:0001656	retromandibular vein	retromandibular vein
UBERON:0001659	transverse facial vein #2	transverse facial vein	UBERON:0001656	retromandibular vein	retromandibular vein
UBERON:0001653	facial vein	facial vein	UBERON:0001586	internal jugular vein	internal jugular vein
UBERON:0014686	angular vein	angular vein	UBERON:0001653	facial vein	facial vein
UBERON:0002459	inferior palpebral vein	inferior palpebral vein	UBERON:0014686	angular vein	angular vein
UBERON:0014768	superior palpebral vein	superior palpebral vein	UBERON:0014686	angular vein	angular vein
UBERON:0001654	supraorbital vein	supraorbital vein	UBERON:0014686	angular vein	angular vein
UBERON:0035659	deep facial vein	deep facial vein	UBERON:0001653	facial vein	facial vein
UBERON:0003478	vein of lower lip	vein of lower lip	UBERON:0001653	facial vein	facial vein
UBERON:0035662	parotid vein	parotid vein	UBERON:0001653	facial vein	facial vein
UBERON:0001655	submental vein	submental vein	UBERON:0001653	facial vein	facial vein
UBERON:0003477	vein of upper lip	vein of upper lip	UBERON:0001653	facial vein	facial vein
UBERON:0034982	inferior bulb of internal jugular vein	inferior bulb of internal jugular vein	UBERON:0001586	internal jugular vein	internal jugular vein
UBERON:0001673	central retinal vein	central retinal vein	UBERON:0003712	cavernous sinus	cavernous sinus
UBERON:0036300	tributary of central retinal vein	tributary of central retinal vein	UBERON:0001673	central retinal vein	central retinal vein
UBERON:0035231	superficial middle cerebral vein	superficial middle cerebral vein	UBERON:0003712	cavernous sinus	cavernous sinus
UBERON:0005475	sigmoid sinus	sigmoid sinus	UBERON:0001586	internal jugular vein	internal jugular vein
UBERON:0001641	transverse sinus	transverse sinus	UBERON:0005475	sigmoid sinus	sigmoid sinus
UBERON:0035532	deep middle cerebral vein	deep middle cerebral vein	UBERON:0035530	basal vein	basal vein
UBERON:0036074	vein of vestibular aqueduct	vein of vestibular aqueduct	UBERON:0001641	transverse sinus	transverse sinus
UBERON:0034981	superior bulb of internal jugular vein	superior bulb of internal jugular vein	UBERON:0001586	internal jugular vein	internal jugular vein
UBERON:0006662	musculo-phrenic vein	musculo-phrenic vein	UBERON:0001589	internal thoracic vein	internal thoracic vein
UBERON:0007155	superior epigastric vein	superior epigastric vein	UBERON:0001589	internal thoracic vein	internal thoracic vein
UBERON:0001411	basilic vein	basilic vein	UBERON:0000985	axillary vein	axillary vein
UBERON:0001413	brachial vein	brachial vein	UBERON:0000985	axillary vein	axillary vein
UBERON:0004561	proper palmar digital vein	proper palmar digital vein	UBERON:0001412	common palmar digital vein	common palmar digital vein
UBERON:0001106	cephalic vein	cephalic vein	UBERON:0000985	axillary vein	axillary vein
UBERON:0002088	lateral thoracic vein	lateral thoracic vein	UBERON:0000985	axillary vein	axillary vein
UBERON:0001420	subscapular vein	subscapular vein	UBERON:0000985	axillary vein	axillary vein
UBERON:0002089	thoracodorsal vein	thoracodorsal vein	UBERON:0000985	axillary vein	axillary vein
UBERON:0001101	external jugular vein	external jugular vein	UBERON:0001587	subclavian vein	subclavian vein
UBERON:0001104	anterior jugular vein	anterior jugular vein	UBERON:0001101	external jugular vein	external jugular vein
UBERON:0006199	posterior auricular vein	posterior auricular vein	UBERON:0001101	external jugular vein	external jugular vein
UBERON:0035249	posterior external jugular vein	posterior external jugular vein	UBERON:0001101	external jugular vein	external jugular vein
UBERON:0002079	left cardiac atrium	left cardiac atrium	UBERON:0004537	blood vasculature	blood vasculature
UBERON:0002084	heart left ventricle	heart left ventricle	UBERON:0004537	blood vasculature	blood vasculature
UBERON:0002078	right cardiac atrium	right cardiac atrium	UBERON:0004537	blood vasculature	blood vasculature
UBERON:0002080	heart right ventricle	heart right ventricle	UBERON:0004537	blood vasculature	blood vasculature
