s	slabel	user_slabel	o	olabel	user_olabel
CL:0000057	fibroblast	fibroblast	UBERON:0001610	lingual artery	lingual artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001610	lingual artery	lingual artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001611	sublingual artery	sublingual artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001611	sublingual artery	sublingual artery
CL:0000057	fibroblast	fibroblast	UBERON:0001611	sublingual artery	sublingual artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001611	sublingual artery	sublingual artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001616	maxillary artery	maxillary artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001616	maxillary artery	maxillary artery
CL:0000057	fibroblast	fibroblast	UBERON:0001616	maxillary artery	maxillary artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001616	maxillary artery	maxillary artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0009654	alveolar artery	alveolar artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0009654	alveolar artery	alveolar artery
CL:0000057	fibroblast	fibroblast	UBERON:0009654	alveolar artery	alveolar artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0009654	alveolar artery	alveolar artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001618	buccal artery	buccal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001618	buccal artery	buccal artery
CL:0000057	fibroblast	fibroblast	UBERON:0001618	buccal artery	buccal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001618	buccal artery	buccal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014695	deep auricular artery	deep auricular artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0014695	deep auricular artery	deep auricular artery
CL:0000057	fibroblast	fibroblast	UBERON:0014695	deep auricular artery	deep auricular artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0014695	deep auricular artery	deep auricular artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006664	greater palatine artery	greater palatine artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0006664	greater palatine artery	greater palatine artery
CL:0000057	fibroblast	fibroblast	UBERON:0006664	greater palatine artery	greater palatine artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0006664	greater palatine artery	greater palatine artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:3010417	posterior palatine artery	posterior palatine artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:3010417	posterior palatine artery	posterior palatine artery
CL:0000057	fibroblast	fibroblast	UBERON:3010417	posterior palatine artery	posterior palatine artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:3010417	posterior palatine artery	posterior palatine artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014693	inferior alveolar artery	inferior alveolar artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0014693	inferior alveolar artery	inferior alveolar artery
CL:0000057	fibroblast	fibroblast	UBERON:0014693	inferior alveolar artery	inferior alveolar artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0014693	inferior alveolar artery	inferior alveolar artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001617	mental artery	mental artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001617	mental artery	mental artery
CL:0000057	fibroblast	fibroblast	UBERON:0001617	mental artery	mental artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001617	mental artery	mental artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0004646	infraorbital artery	infraorbital artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0004646	infraorbital artery	infraorbital artery
CL:0000057	fibroblast	fibroblast	UBERON:0004646	infraorbital artery	infraorbital artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0004646	infraorbital artery	infraorbital artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0013648	masseteric artery	masseteric artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0013648	masseteric artery	masseteric artery
CL:0000057	fibroblast	fibroblast	UBERON:0013648	masseteric artery	masseteric artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0013648	masseteric artery	masseteric artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0010250	middle meningeal artery	middle meningeal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0010250	middle meningeal artery	middle meningeal artery
CL:0000057	fibroblast	fibroblast	UBERON:0010250	middle meningeal artery	middle meningeal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0010250	middle meningeal artery	middle meningeal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0018397	posterior superior alveolar artery	posterior superior alveolar artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0018397	posterior superior alveolar artery	posterior superior alveolar artery
CL:0000057	fibroblast	fibroblast	UBERON:0018397	posterior superior alveolar artery	posterior superior alveolar artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0018397	posterior superior alveolar artery	posterior superior alveolar artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001613	occipital artery	occipital artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001613	occipital artery	occipital artery
CL:0000057	fibroblast	fibroblast	UBERON:0001613	occipital artery	occipital artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001613	occipital artery	occipital artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014694	posterior auricular artery	posterior auricular artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0014694	posterior auricular artery	posterior auricular artery
CL:0000057	fibroblast	fibroblast	UBERON:0014694	posterior auricular artery	posterior auricular artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0014694	posterior auricular artery	posterior auricular artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006345	stapedial artery	stapedial artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0006345	stapedial artery	stapedial artery
CL:0000057	fibroblast	fibroblast	UBERON:0006345	stapedial artery	stapedial artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0006345	stapedial artery	stapedial artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001614	superficial temporal artery	superficial temporal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001614	superficial temporal artery	superficial temporal artery
CL:0000057	fibroblast	fibroblast	UBERON:0001614	superficial temporal artery	superficial temporal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001614	superficial temporal artery	superficial temporal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035042	middle temporal artery	middle temporal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0035042	middle temporal artery	middle temporal artery
CL:0000057	fibroblast	fibroblast	UBERON:0035042	middle temporal artery	middle temporal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0035042	middle temporal artery	middle temporal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035261	posterior temporal artery	posterior temporal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0035261	posterior temporal artery	posterior temporal artery
CL:0000057	fibroblast	fibroblast	UBERON:0035261	posterior temporal artery	posterior temporal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0035261	posterior temporal artery	posterior temporal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001615	transverse facial artery	transverse facial artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001615	transverse facial artery	transverse facial artery
CL:0000057	fibroblast	fibroblast	UBERON:0001615	transverse facial artery	transverse facial artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001615	transverse facial artery	transverse facial artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0015157	zygomatico-orbital artery	zygomatico-orbital artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0015157	zygomatico-orbital artery	zygomatico-orbital artery
CL:0000057	fibroblast	fibroblast	UBERON:0015157	zygomatico-orbital artery	zygomatico-orbital artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0015157	zygomatico-orbital artery	zygomatico-orbital artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0007150	superior thyroid artery	superior thyroid artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0007150	superior thyroid artery	superior thyroid artery
CL:0000057	fibroblast	fibroblast	UBERON:0007150	superior thyroid artery	superior thyroid artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0007150	superior thyroid artery	superior thyroid artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001532	internal carotid artery	internal carotid artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001532	internal carotid artery	internal carotid artery
CL:0000057	fibroblast	fibroblast	UBERON:0001532	internal carotid artery	internal carotid artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001532	internal carotid artery	internal carotid artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001624	anterior cerebral artery	anterior cerebral artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001624	anterior cerebral artery	anterior cerebral artery
CL:0000057	fibroblast	fibroblast	UBERON:0001624	anterior cerebral artery	anterior cerebral artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001624	anterior cerebral artery	anterior cerebral artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006764	anterior communicating artery	anterior communicating artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0006764	anterior communicating artery	anterior communicating artery
CL:0000057	fibroblast	fibroblast	UBERON:0006764	anterior communicating artery	anterior communicating artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0006764	anterior communicating artery	anterior communicating artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014696	anterior choroidal artery	anterior choroidal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0014696	anterior choroidal artery	anterior choroidal artery
CL:0000057	fibroblast	fibroblast	UBERON:0014696	anterior choroidal artery	anterior choroidal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0014696	anterior choroidal artery	anterior choroidal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0007693	caroticotympanic artery	caroticotympanic artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0007693	caroticotympanic artery	caroticotympanic artery
CL:0000057	fibroblast	fibroblast	UBERON:0007693	caroticotympanic artery	caroticotympanic artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0007693	caroticotympanic artery	caroticotympanic artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035492	inferior hypophysial artery	inferior hypophysial artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0035492	inferior hypophysial artery	inferior hypophysial artery
CL:0000057	fibroblast	fibroblast	UBERON:0035492	inferior hypophysial artery	inferior hypophysial artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0035492	inferior hypophysial artery	inferior hypophysial artery
CL:0002144	capillary endothelial cell	capillary endothelial cell	UBERON:0035492	inferior hypophysial artery	inferior hypophysial artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001627	middle cerebral artery	middle cerebral artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001627	middle cerebral artery	middle cerebral artery
CL:0000057	fibroblast	fibroblast	UBERON:0001627	middle cerebral artery	middle cerebral artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001627	middle cerebral artery	middle cerebral artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035462	anterior parietal artery	anterior parietal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0035462	anterior parietal artery	anterior parietal artery
CL:0000057	fibroblast	fibroblast	UBERON:0035462	anterior parietal artery	anterior parietal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0035462	anterior parietal artery	anterior parietal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035225	anterior temporal artery	anterior temporal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0035225	anterior temporal artery	anterior temporal artery
CL:0000057	fibroblast	fibroblast	UBERON:0035225	anterior temporal artery	anterior temporal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0035225	anterior temporal artery	anterior temporal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035042	middle temporal artery	middle temporal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0035042	middle temporal artery	middle temporal artery
CL:0000057	fibroblast	fibroblast	UBERON:0035042	middle temporal artery	middle temporal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0035042	middle temporal artery	middle temporal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035222	posterior parietal artery	posterior parietal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0035222	posterior parietal artery	posterior parietal artery
CL:0000057	fibroblast	fibroblast	UBERON:0035222	posterior parietal artery	posterior parietal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0035222	posterior parietal artery	posterior parietal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001619	ophthalmic artery	ophthalmic artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001619	ophthalmic artery	ophthalmic artery
CL:0000057	fibroblast	fibroblast	UBERON:0001619	ophthalmic artery	ophthalmic artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001619	ophthalmic artery	ophthalmic artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0012318	anterior ethmoidal artery	anterior ethmoidal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0012318	anterior ethmoidal artery	anterior ethmoidal artery
CL:0000057	fibroblast	fibroblast	UBERON:0012318	anterior ethmoidal artery	anterior ethmoidal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0012318	anterior ethmoidal artery	anterior ethmoidal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0010251	anterior meningeal artery	anterior meningeal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0010251	anterior meningeal artery	anterior meningeal artery
CL:0000057	fibroblast	fibroblast	UBERON:0010251	anterior meningeal artery	anterior meningeal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0010251	anterior meningeal artery	anterior meningeal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001620	central retinal artery	central retinal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001620	central retinal artery	central retinal artery
CL:0000057	fibroblast	fibroblast	UBERON:0001620	central retinal artery	central retinal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001620	central retinal artery	central retinal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001623	dorsal nasal artery	dorsal nasal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001623	dorsal nasal artery	dorsal nasal artery
CL:0000057	fibroblast	fibroblast	UBERON:0001623	dorsal nasal artery	dorsal nasal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001623	dorsal nasal artery	dorsal nasal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0002270	hyaloid artery	hyaloid artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0002270	hyaloid artery	hyaloid artery
CL:0000057	fibroblast	fibroblast	UBERON:0002270	hyaloid artery	hyaloid artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0002270	hyaloid artery	hyaloid artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001622	lacrimal artery	lacrimal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001622	lacrimal artery	lacrimal artery
CL:0000057	fibroblast	fibroblast	UBERON:0001622	lacrimal artery	lacrimal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001622	lacrimal artery	lacrimal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014772	lateral palpebral artery	lateral palpebral artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0014772	lateral palpebral artery	lateral palpebral artery
CL:0000057	fibroblast	fibroblast	UBERON:0014772	lateral palpebral artery	lateral palpebral artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0014772	lateral palpebral artery	lateral palpebral artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014773	medial palpebral artery	medial palpebral artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0014773	medial palpebral artery	medial palpebral artery
CL:0000057	fibroblast	fibroblast	UBERON:0014773	medial palpebral artery	medial palpebral artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0014773	medial palpebral artery	medial palpebral artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0012319	posterior ethmoidal artery	posterior ethmoidal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0012319	posterior ethmoidal artery	posterior ethmoidal artery
CL:0000057	fibroblast	fibroblast	UBERON:0012319	posterior ethmoidal artery	posterior ethmoidal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0012319	posterior ethmoidal artery	posterior ethmoidal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0005336	capillary layer of choroid	capillary layer of choroid
CL:0002144	capillary endothelial cell	capillary endothelial cell	UBERON:0005336	capillary layer of choroid	capillary layer of choroid
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0015160	supraorbital artery	supraorbital artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0015160	supraorbital artery	supraorbital artery
CL:0000057	fibroblast	fibroblast	UBERON:0015160	supraorbital artery	supraorbital artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0015160	supraorbital artery	supraorbital artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0012187	frontal artery	frontal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0012187	frontal artery	frontal artery
CL:0000057	fibroblast	fibroblast	UBERON:0012187	frontal artery	frontal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0012187	frontal artery	frontal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001628	posterior communicating artery	posterior communicating artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001628	posterior communicating artery	posterior communicating artery
CL:0000057	fibroblast	fibroblast	UBERON:0001628	posterior communicating artery	posterior communicating artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001628	posterior communicating artery	posterior communicating artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035404	superior hypophysial artery	superior hypophysial artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0035404	superior hypophysial artery	superior hypophysial artery
CL:0000057	fibroblast	fibroblast	UBERON:0035404	superior hypophysial artery	superior hypophysial artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0035404	superior hypophysial artery	superior hypophysial artery
CL:0002144	capillary endothelial cell	capillary endothelial cell	UBERON:0035404	superior hypophysial artery	superior hypophysial artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001640	celiac artery	celiac artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001640	celiac artery	celiac artery
CL:0000057	fibroblast	fibroblast	UBERON:0001640	celiac artery	celiac artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001640	celiac artery	celiac artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0005436	common hepatic artery	common hepatic artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0005436	common hepatic artery	common hepatic artery
CL:0000057	fibroblast	fibroblast	UBERON:0005436	common hepatic artery	common hepatic artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0005436	common hepatic artery	common hepatic artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0010132	gastroduodenal artery	gastroduodenal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0010132	gastroduodenal artery	gastroduodenal artery
CL:0000057	fibroblast	fibroblast	UBERON:0010132	gastroduodenal artery	gastroduodenal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0010132	gastroduodenal artery	gastroduodenal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035829	right gastroepiploic artery	right gastroepiploic artery
