s	slabel	user_slabel	o	olabel	user_olabel
UBERON:0000317	colonic mucosa	mucosa	UBERON:0022277	hepatic flexure of colon	hepatic flexure
UBERON:0007178	muscularis mucosae of colon	muscularis mucosa	UBERON:0022277	hepatic flexure of colon	hepatic flexure
UBERON:0003331	submucosa of colon	submucosa	UBERON:0022277	hepatic flexure of colon	hepatic flexure
UBERON:0012489	muscle layer of colon	muscularis propria	UBERON:0022277	hepatic flexure of colon	hepatic flexure
UBERON:0012375	subserosa	subserosa	UBERON:0022277	hepatic flexure of colon	hepatic flexure
UBERON:0012419	omental coli	omental coli	UBERON:0022277	hepatic flexure of colon	hepatic flexure
UBERON:0003335	serosa	serosa	UBERON:0022277	hepatic flexure of colon	hepatic flexure
UBERON:0004989	mucosa	mucosa	UBERON:0001157	transverse colon	transverse colon
UBERON:0000317	colonic mucosa	mucosa	UBERON:0001157	transverse colon	transverse colon
UBERON:0007178	muscularis mucosae of colon	muscularis mucosa	UBERON:0001157	transverse colon	transverse colon
UBERON:0003331	submucosa of colon	submucosa	UBERON:0001157	transverse colon	transverse colon
UBERON:0012489	muscle layer of colon	muscularis propria	UBERON:0001157	transverse colon	transverse colon
UBERON:0012375	subserosa	subserosa	UBERON:0001157	transverse colon	transverse colon
UBERON:0012419	omental coli	omental coli	UBERON:0001157	transverse colon	transverse colon
UBERON:0003335	serosa	serosa	UBERON:0001157	transverse colon	transverse colon
UBERON:0004989	mucosa	mucosa	UBERON:0022276	splenic flexure of colon	splenic flexure
UBERON:0000317	colonic mucosa	mucosa	UBERON:0022276	splenic flexure of colon	splenic flexure
UBERON:0007178	muscularis mucosae of colon	muscularis mucosa	UBERON:0022276	splenic flexure of colon	splenic flexure
UBERON:0003331	submucosa of colon	submucosa	UBERON:0022276	splenic flexure of colon	splenic flexure
UBERON:0012489	muscle layer of colon	muscularis propria	UBERON:0022276	splenic flexure of colon	splenic flexure
UBERON:0012375	subserosa	subserosa	UBERON:0022276	splenic flexure of colon	splenic flexure
UBERON:0012419	omental coli	omental coli	UBERON:0022276	splenic flexure of colon	splenic flexure
UBERON:0003335	serosa	serosa	UBERON:0022276	splenic flexure of colon	splenic flexure
UBERON:0004989	mucosa	mucosa	UBERON:0001158	descending colon	descending colon
UBERON:0000317	colonic mucosa	mucosa	UBERON:0001158	descending colon	descending colon
UBERON:0007178	muscularis mucosae of colon	muscularis mucosa	UBERON:0001158	descending colon	descending colon
UBERON:0003331	submucosa of colon	submucosa	UBERON:0001158	descending colon	descending colon
UBERON:0012489	muscle layer of colon	muscularis propria	UBERON:0001158	descending colon	descending colon
UBERON:0012375	subserosa	subserosa	UBERON:0001158	descending colon	descending colon
UBERON:0012419	omental coli	omental coli	UBERON:0001158	descending colon	descending colon
UBERON:0003335	serosa	serosa	UBERON:0001158	descending colon	descending colon
UBERON:0004989	mucosa	mucosa	UBERON:0001159	sigmoid colon	sigmoid colon
UBERON:0000317	colonic mucosa	mucosa	UBERON:0001159	sigmoid colon	sigmoid colon
UBERON:0007178	muscularis mucosae of colon	muscularis mucosa	UBERON:0001159	sigmoid colon	sigmoid colon
UBERON:0003331	submucosa of colon	submucosa	UBERON:0001159	sigmoid colon	sigmoid colon
UBERON:0012489	muscle layer of colon	muscularis propria	UBERON:0001159	sigmoid colon	sigmoid colon
UBERON:0012375	subserosa	subserosa	UBERON:0001159	sigmoid colon	sigmoid colon
UBERON:0012419	omental coli	omental coli	UBERON:0001159	sigmoid colon	sigmoid colon
UBERON:0003335	serosa	serosa	UBERON:0001159	sigmoid colon	sigmoid colon
UBERON:0004989	mucosa	mucosa	UBERON:0001052	rectum	rectum
UBERON:0000317	colonic mucosa	mucosa	UBERON:0001052	rectum	rectum
UBERON:0007178	muscularis mucosae of colon	muscularis mucosa	UBERON:0001052	rectum	rectum
UBERON:0003331	submucosa of colon	submucosa	UBERON:0001052	rectum	rectum
UBERON:0012489	muscle layer of colon	muscularis propria	UBERON:0001052	rectum	rectum
UBERON:0012375	subserosa	subserosa	UBERON:0001052	rectum	rectum
UBERON:0003335	serosa	serosa	UBERON:0001052	rectum	rectum
UBERON:0004989	mucosa	mucosa	UBERON:0000159	anal canal	anal canal/distal
UBERON:0000317	colonic mucosa	mucosa	UBERON:0000159	anal canal	anal canal/distal
UBERON:0007178	muscularis mucosae of colon	muscularis mucosa	UBERON:0000159	anal canal	anal canal/distal
UBERON:0003331	submucosa of colon	submucosa	UBERON:0000159	anal canal	anal canal/distal
UBERON:0012489	muscle layer of colon	muscularis propria	UBERON:0000159	anal canal	anal canal/distal
UBERON:0012375	subserosa	subserosa	UBERON:0000159	anal canal	anal canal/distal
UBERON:0015716	epithelium	epithelium	UBERON:0003342	mucosa	mucosa
UBERON:0000397	colonic epithelium	lymphocyte	UBERON:0000159	anal canal	anal canal/distal
UBERON:0013485	crypt	crypt	UBERON:0000397	colonic epithelium	lymphocyte
UBERON:0007177	lamina propria	lamina propria	UBERON:0000159	anal canal	anal canal/distal
UBERON:0004760	anal gland	anal gland	UBERON:0003331	submucosa of colon	submucosa
UBERON:0005742	adventitia	adventitia	UBERON:0000159	anal canal	anal canal/distal
UBERON:0001245	anus	anus	UBERON:0000059	large intestine	large intestine
UBERON:0001003	epidermis	epidermis	UBERON:0001245	anus	anus
UBERON:0002067	dermis	dermis	UBERON:0001245	anus	anus
UBERON:0002073	hair follicle	hair follicle	UBERON:0002067	dermis	dermis
UBERON:0001821	sebaceous gland	sebaceous gland	UBERON:0002067	dermis	dermis
UBERON:0008974	apocrine gland	apocrine gland	UBERON:0002067	dermis	dermis
UBERON:0002384	connective tissue	fibroconnective tissue	UBERON:0002067	dermis	dermis
UBERON:0001961	mucosa-associated lymphoid tissue	subcutaneous skin-associated lymphoid tissue	UBERON:0002067	dermis	dermis
UBERON:0006134	nerve fiber	nerve	UBERON:0002067	dermis	dermis
UBERON:0000055	vessel	vessel	UBERON:0002067	dermis	dermis
UBERON:0002190	subcutaneous adipose tissue	subcutaneous	UBERON:0001245	anus	anus
UBERON:0002384	connective tissue	fibroconnective tissue	UBERON:0002190	subcutaneous adipose tissue	subcutaneous
UBERON:0001961	mucosa-associated lymphoid tissue	subcutaneous skin-associated lymphoid tissue	UBERON:0002190	subcutaneous adipose tissue	subcutaneous
UBERON:0006134	nerve fiber	nerve	UBERON:0002190	subcutaneous adipose tissue	subcutaneous
UBERON:0000055	vessel	vessel	UBERON:0002190	subcutaneous adipose tissue	subcutaneous
UBERON:0001367	external anal sphincter	external anal sphincter	UBERON:0002190	subcutaneous adipose tissue	subcutaneous
