row_number	s	slabel	user_slabel	o	olabel	user_olabel
378	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010234	palatopharyngeus muscle	palatopharyngeus muscle
395	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001565	geniohyoid muscle	geniohyoid muscle
394	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010944	posterior digastric muscle	posterior belly of digastric muscle
393	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010943	anterior digastric muscle	anterior belly of digastric muscle
392	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008571	suprahyoid muscle	suprahyoid muscle
391	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008571	suprahyoid muscle	suprahyoid muscle
390	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001128	sternocleidomastoid	sternocleidomastoid muscle
357	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001109	sternothyroid muscle	sternothyroid muscle
389	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001128	sternocleidomastoid	sternocleidomastoid muscle
387	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0005467	platysma	platysma muscle
386	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002377	muscle of neck	neck muscle
384	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008454	rectus capitis posterior major	rectus capitis posterior major muscle
381	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002377	muscle of neck	neck muscle
380	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008804	stylopharyngeus muscle	stylopharyngeus muscle
379	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010937	salpingopharyngeus muscle	salpingopharyngeus muscle
388	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001128	sternocleidomastoid	sternocleidomastoid muscle
356	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001107	sternohyoid muscle	sternohyoid muscle
355	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001108	omohyoid muscle	omohyoid muscle
354	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001108	omohyoid muscle	omohyoid muscle
317	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001374	biceps femoris	biceps femoris muscle
316	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001383	muscle of leg	leg muscle
314	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001389	soleus muscle	soleus muscle
313	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001391	popliteus muscle	popliteus muscle
311	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011907	gastrocnemius medialis	medial head of gastrocnemius muscle
310	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011908	gastrocnemius lateralis	lateral head of gastrocnemius muscle
318	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001374	biceps femoris	biceps femoris muscle
309	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001388	gastrocnemius	gastrocnemius muscle
306	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001383	muscle of leg	leg muscle
305	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001382	pectineus muscle	pectineus muscle
303	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0000950	gracilis	gracilis muscle
302	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0000370	adductor magnus	adductor magnus muscle
301	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0000370	adductor magnus	adductor magnus muscle
300	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0000303	adductor longus	adductor longus muscle
308	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001392	flexor hallucis longus	flexor hallucis longus muscle
298	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001383	muscle of leg	leg muscle
319	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001374	biceps femoris	biceps femoris muscle
321	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001375	semitendinosus	semitendinosus muscle
353	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001108	omohyoid muscle	omohyoid muscle
352	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008523	infrahyoid muscle	infrahyoid muscle
342	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010928	cricopharyngeus muscle	cricopharyngeal part of inferior pharyngeal constrictor muscle
340	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002377	muscle of neck	neck muscle
338	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0003250	rectus capitis lateralis muscle	rectus capitis lateralis muscle
336	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002377	muscle of neck	neck muscle
320	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001381	semimembranosus muscle	semimembranosus muscle
335	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002377	muscle of neck	neck muscle
330	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0014380	flexor digitorum brevis muscle	flexor digitorum brevis muscle
327	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0014379	adductor hallucis muscle	adductor hallucis muscle
326	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0014379	adductor hallucis muscle	adductor hallucis muscle
325	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0014379	adductor hallucis muscle	adductor hallucis muscle
324	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008464	abductor hallucis muscle	abductor hallucis muscle
322	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001383	muscle of leg	leg muscle
331	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011022	flexor hallucis brevis muscle	flexor hallucis brevis muscle
396	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001564	mylohyoid muscle	mylohyoid muscle
207	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001572	hyoglossus muscle	hyoglossus muscle
205	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001575	extrinsic muscle of tongue	extrinsic tongue muscle
66	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0003222	flexor digitorum superficialis	flexor digitorum superficialis muscle
67	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008446	flexor pollicis longus muscle	flexor pollicis longus muscle
68	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0016493	palmaris longus muscle	palmaris longus muscle
73	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001500	muscle of manus	hand muscle
74	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001500	muscle of manus	hand muscle
75	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001500	muscle of manus	hand muscle
76	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001500	muscle of manus	hand muscle
77	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001499	muscle of arm	arm muscle
78	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0036174	flexor digiti minimi brevis of hand	flexor digiti minimi brevis of hand muscle
80	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0036172	palmaris brevis	palmaris brevis muscle
81	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001499	muscle of arm	arm muscle
82	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0036173	abductor digiti minimi of hand	abductor digiti minimi of hand muscle
83	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001499	muscle of arm	arm muscle
84	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002989	anconeus muscle	anconeus muscle
85	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001509	triceps brachii	triceps brachii muscle
86	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001509	triceps brachii	triceps brachii muscle
87	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001509	triceps brachii	triceps brachii muscle
104	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001476	deltoid	deltoid muscle
103	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001482	muscle of shoulder	shoulder muscle
102	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0003228	supinator muscle	supinator muscle
101	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0003234	extensor pollicis longus muscle	extensor pollicis longus muscle
100	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0017618	extensor pollicis brevis muscle	extensor pollicis brevis muscle
97	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0007614	extensor digiti minimi muscle	extensor digiti minimi muscle
65	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0003222	flexor digitorum superficialis	flexor digitorum superficialis muscle
96	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001526	extensor carpi ulnaris muscle	extensor carpi ulnaris muscle
94	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001526	extensor carpi ulnaris muscle	extensor carpi ulnaris muscle
93	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001524	extensor carpi radialis longus muscle	extensor carpi radialis longus muscle
92	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001525	extensor carpi radialis brevis muscle	extensor carpi radialis brevis muscle
91	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011011	brachioradialis	brachioradialis muscle
89	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001499	muscle of arm	arm muscle
88	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001509	triceps brachii	triceps brachii muscle
95	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001526	extensor carpi ulnaris muscle	extensor carpi ulnaris muscle
64	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0003222	flexor digitorum superficialis	flexor digitorum superficialis muscle
63	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001523	flexor digitorum profundus	flexor digitorum profundus muscle
62	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001522	flexor carpi ulnaris muscle	flexor carpi ulnaris muscle
30	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011389	bulbospongiosus muscle	bulbospongiosus muscle
29	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002379	perineal muscle	perineal muscle
28	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011532	female pubococcygeus muscle	pubovaginalis
27	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011512	puborectalis muscle	puborectalis muscle
24	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011528	pubococcygeus muscle	pubococcygeus muscle
22	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011511	iliococcygeus muscle	iliococcygeus muscle
31	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002379	perineal muscle	perineal muscle
21	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001327	coccygeus muscle	coccygeus muscle
19	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001221	transversus abdominis muscle	transversus abdominis muscle
18	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002382	rectus abdominis muscle	rectus abdominis muscle
17	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011016	pyramidalis	pyramidalis muscle
16	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002461	anterior abdominal wall muscle	anterior abdominal wall muscle
15	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0005442	abdominal external oblique muscle	abdominal external oblique muscle
14	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002461	anterior abdominal wall muscle	anterior abdominal wall muscle
20	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002378	muscle of abdomen	abdomen muscle
105	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001476	deltoid	deltoid muscle
32	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002379	perineal muscle	perineal muscle
37	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001339	ischiocavernosus muscle	ischiocavernosus muscle
61	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001522	flexor carpi ulnaris muscle	flexor carpi ulnaris muscle
60	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001522	flexor carpi ulnaris muscle	flexor carpi ulnaris muscle
59	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001521	flexor carpi radialis muscle	flexor carpi radialis muscle
58	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001499	muscle of arm	arm muscle
57	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001505	coracobrachialis muscle	coracobrachialis muscle
56	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001506	brachialis muscle	brachialis muscle
33	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002379	perineal muscle	perineal muscle
51	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001499	muscle of arm	arm muscle
49	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008488	cremaster muscle	cremaster muscle
48	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002378	muscle of abdomen	abdomen muscle
41	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002378	muscle of abdomen	abdomen muscle
40	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002379	perineal muscle	perineal muscle
39	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002379	perineal muscle	perineal muscle
38	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002379	perineal muscle	perineal muscle
50	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001499	muscle of arm	arm muscle
206	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001571	genioglossus muscle	genioglossus muscle
106	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001476	deltoid	deltoid muscle
108	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001477	infraspinatus muscle	infraspinatus muscle
166	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010990	transversospinales muscle	transversospinales muscle
167	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010990	transversospinales muscle	transversospinales muscle
168	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010990	transversospinales muscle	transversospinales muscle
169	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010990	transversospinales muscle	transversospinales muscle
170	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010990	transversospinales muscle	transversospinales muscle
171	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010990	transversospinales muscle	transversospinales muscle
172	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010990	transversospinales muscle	transversospinales muscle
173	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002426	chest muscle	chest muscle
174	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001495	pectoral muscle	pectoral muscle
175	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002381	pectoralis major	pectoralis major muscle
176	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002381	pectoralis major	pectoralis major muscle
177	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002381	pectoralis major	pectoralis major muscle
178	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002381	pectoralis major	pectoralis major muscle
179	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001100	pectoralis minor	pectoralis minor muscle
180	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001495	pectoral muscle	pectoral muscle
181	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002426	chest muscle	chest muscle
182	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0005441	external intercostal muscle	external intercostal muscle
204	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010379	superior tarsal muscle	superior tarsal muscle
203	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0006323	superior rectus extraocular muscle	superior rectus extraocular muscle
202	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0006321	superior oblique extraocular muscle	superior oblique extraocular muscle
201	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001602	medial rectus extraocular muscle	medial rectus extraocular muscle
200	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001601	extra-ocular muscle	extra-ocular muscle
199	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001603	lateral rectus extra-ocular muscle	lateral rectus extra-ocular muscle
165	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010990	transversospinales muscle	transversospinales muscle
