Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
amygdaloid complex			amygdalohippocampal area	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
amygdaloid complex			bed nucleus of stria terminalis	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
basal nuclei (basal ganglia)	collection of basal ganglia	UBERON:0010011	caudate nucleus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
basal nuclei (basal ganglia)	collection of basal ganglia	UBERON:0010011	mucleus accumbens	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
basal forebrain	basal forebrain	UBERON:0002743	septal nuclei	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
gray matter of forebrain	gray matter of forebrain	UBERON:0019264	thalamus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	anterior nuclear complex	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	mediodorsal nucleus of thalamus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	reunions nucleus of thalamus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	lateral posterior nucleus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	pulvinar of thalamus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	ventral anterior nucleus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	ventral lateral nucleus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	ventral posterior medial nucleus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	ventral posterior lateral nucleus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	lateral geniculate nuclei	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	medial geniculate nuclei	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	parafascicular nucleus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	centromedian nucleus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
dorsal thalamus	dorsal thalamus	UBERON:0004703	midline nuclear complex	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
epithalamus	epithalamus	UBERON:0001899	habenular nuclei	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
epithalamus	epithalamus	UBERON:0001899	paraventricular nucleus of thalamus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
thalamus			reticular formation of thalamus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
thalamus			subthalamic nucleus (subthalamus)	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
hypothalamus	hypothalamus	UBERON:0001898	supraoptic region	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
hypothalamus	hypothalamus	UBERON:0001898	tuberal region	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
hypothalamus	hypothalamus	UBERON:0001898	mammillary region	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
mammillary region			mammillary nucleus	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
white matter of forebrain	white matter of forebrain	UBERON:0019261	corpus callosum (midline portion)	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
white matter of forebrain	white matter of forebrain	UBERON:0019261	internal capsule	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
white matter of forebrain	white matter of forebrain	UBERON:0019261	mammillothalamic tract	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
forebrain (prosencephalon)	forebrain	UBERON:0001890	ventricle of forebrain	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
lateral ventricles	telencephalic ventricle	UBERON:0002285	atrium of lateral ventricle	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
cerebellum	cerebellum	UBERON:0002037	paravermis of cerebellum	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
cerebellum	cerebellum	UBERON:0002037	lateral hemisphere of cerebellum	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
cerebellum	cerebellum	UBERON:0002037	cerebellar deep nuclei	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
tegmentum of the medulla	tegmentum	UBERON:0024151	inferior olive	"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080"	DOI: 10.1002/cne.24080
gray matter of forebrain	gray matter of forebrain	UBERON:0019264	thalamus	"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898"	DOI: 10.1101/2022.10.12.511898
limbic lobe	limbic lobe	UBERON:0002600	hippocampal gyrus (formation)	"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898"	DOI: 10.1101/2022.10.12.511898
gray matter of forebrain	gray matter of forebrain	UBERON:0019264	amygdaloid complex	"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898"	DOI: 10.1101/2022.10.12.511898
