Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
ovary	ovary	UBERON:0000992	lateral ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
lateral ovary			lateral inferior ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
lateral inferior ovary			lateral inferior antimesenteric ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
ovary	ovary	UBERON:0000992	lateral ovary		
lateral ovary			lateral inferior ovary		
lateral inferior ovary			lateral inferior antimesenteric ovary		
lateral inferior antimesenteric ovary			ovarian corticomedullary junction		
lateral inferior ovary			lateral inferior mesenteric ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
lateral inferior ovary			lateral inferior mesenteric ovary		
lateral inferior mesenteric ovary			ovarian corticomedullary junction		
lateral ovary			lateral superior ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
lateral superior ovary			lateral superior antimesenteric ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
lateral ovary			lateral superior ovary		
lateral superior ovary			lateral superior antimesenteric ovary		
lateral superior antimesenteric ovary			ovarian corticomedullary junction		
lateral superior ovary			lateral superior mesenteric ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
lateral superior ovary			lateral superior mesenteric ovary		
lateral superior mesenteric ovary			ovarian corticomedullary junction		
ovary	ovary	UBERON:0000992	medial ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
medial ovary			medial inferior ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
medial inferior ovary			medial inferior antimesenteric ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
ovary	ovary	UBERON:0000992	medial ovary		
medial ovary			medial inferior ovary		
medial inferior ovary			medial inferior antimesenteric ovary		
medial inferior antimesenteric ovary			ovarian corticomedullary junction		
medial inferior ovary			medial inferior mesenteric ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
medial inferior ovary			medial inferior mesenteric ovary		
medial inferior mesenteric ovary			ovarian corticomedullary junction		
medial ovary			medial superior ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
medial superior ovary			medial superior antimesenteric ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
medial ovary			medial superior ovary		
medial superior ovary			medial superior antimesenteric ovary		
medial superior antimesenteric ovary			ovarian corticomedullary junction		
medial superior ovary			medial superior mesenteric ovary	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
medial superior ovary			medial superior mesenteric ovary		
medial superior mesenteric ovary			ovarian corticomedullary junction		
ovary	ovary	UBERON:0000992	central ovary	http://web.mit.edu/hyneslab/matrisome/ ; doi:10.1074/mcp.M111.014647	The Matrisome Project ; Naba A, Clauser KR, Hoersch S, Liu H, Carr SA, Hynes RO. The matrisome: in silico definition and in vivo characterization by proteomics of normal and tumor extracellular matrices. Mol. Cell. Prot.  2011. PMID:22159717
central ovary			central inferior ovary	http://web.mit.edu/hyneslab/matrisome/ ; doi:10.1074/mcp.M111.014647	The Matrisome Project ; Naba A, Clauser KR, Hoersch S, Liu H, Carr SA, Hynes RO. The matrisome: in silico definition and in vivo characterization by proteomics of normal and tumor extracellular matrices. Mol. Cell. Prot.  2011. PMID:22159717
central inferior ovary			central inferior antimesenteric ovary	http://web.mit.edu/hyneslab/matrisome/ ; doi:10.1074/mcp.M111.014647	The Matrisome Project ; Naba A, Clauser KR, Hoersch S, Liu H, Carr SA, Hynes RO. The matrisome: in silico definition and in vivo characterization by proteomics of normal and tumor extracellular matrices. Mol. Cell. Prot.  2011. PMID:22159717
ovarian cortex	ovarian cortex	UBERON:0013191	cortical blood vessels	http://web.mit.edu/hyneslab/matrisome/ ; doi:10.1074/mcp.M111.014647	The Matrisome Project ; Naba A, Clauser KR, Hoersch S, Liu H, Carr SA, Hynes RO. The matrisome: in silico definition and in vivo characterization by proteomics of normal and tumor extracellular matrices. Mol. Cell. Prot.  2011. PMID:22159717
ovary	ovary	UBERON:0000992	central ovary	doi:10.1093/humupd/dmw039	Chang HM, Qiao J, Leung PC. Oocyte-somatic cell interactions in the human ovary-novel role of bone morphogenetic proteins and growth differentiation factors. Hum Reprod Update. 2016;23(1):1-18.
central ovary			central inferior ovary	doi:10.1093/humupd/dmw039	Chang HM, Qiao J, Leung PC. Oocyte-somatic cell interactions in the human ovary-novel role of bone morphogenetic proteins and growth differentiation factors. Hum Reprod Update. 2016;23(1):1-18.
central inferior ovary			central inferior antimesenteric ovary	doi:10.1093/humupd/dmw039	Chang HM, Qiao J, Leung PC. Oocyte-somatic cell interactions in the human ovary-novel role of bone morphogenetic proteins and growth differentiation factors. Hum Reprod Update. 2016;23(1):1-18.
ovary	ovary	UBERON:0000992	central ovary	doi:10.1093/humupd/dmg016	Stouffer RL. Progesterone as a mediator of gonadotrophin action in the corpus luteum: beyond steroidogenesis. Hum Reprod Update. 2003;9(2):99-117
central ovary			central inferior ovary	doi:10.1093/humupd/dmg016	Stouffer RL. Progesterone as a mediator of gonadotrophin action in the corpus luteum: beyond steroidogenesis. Hum Reprod Update. 2003;9(2):99-117
central inferior ovary			central inferior antimesenteric ovary	doi:10.1093/humupd/dmg016	Stouffer RL. Progesterone as a mediator of gonadotrophin action in the corpus luteum: beyond steroidogenesis. Hum Reprod Update. 2003;9(2):99-117
ovarian medulla	ovarian medulla	UBERON:0013192	matrisome	http://web.mit.edu/hyneslab/matrisome/ ; doi:10.1074/mcp.M111.014647	The Matrisome Project ; Naba A, Clauser KR, Hoersch S, Liu H, Carr SA, Hynes RO. The matrisome: in silico definition and in vivo characterization by proteomics of normal and tumor extracellular matrices. Mol. Cell. Prot.  2011. PMID:22159717
ovarian medulla	ovarian medulla	UBERON:0013192	ovarian medullary vasculature		
ovarian medulla	ovarian medulla	UBERON:0013192	lymphatic vessel		
ovarian medulla	ovarian medulla	UBERON:0013192	nerve		
central inferior ovary			central inferior mesenteric ovary	http://web.mit.edu/hyneslab/matrisome/ ; doi:10.1074/mcp.M111.014647	The Matrisome Project ; Naba A, Clauser KR, Hoersch S, Liu H, Carr SA, Hynes RO. The matrisome: in silico definition and in vivo characterization by proteomics of normal and tumor extracellular matrices. Mol. Cell. Prot.  2011. PMID:22159717
central inferior ovary			central inferior mesenteric ovary	doi:10.1093/humupd/dmw039	Chang HM, Qiao J, Leung PC. Oocyte-somatic cell interactions in the human ovary-novel role of bone morphogenetic proteins and growth differentiation factors. Hum Reprod Update. 2016;23(1):1-18.
central inferior ovary			central inferior mesenteric ovary	doi:10.1093/humupd/dmg016	Stouffer RL. Progesterone as a mediator of gonadotrophin action in the corpus luteum: beyond steroidogenesis. Hum Reprod Update. 2003;9(2):99-117
mesenchyme of ovary	mesenchyme of ovary	UBERON:0003315	matrisome	http://web.mit.edu/hyneslab/matrisome/ ; doi:10.1074/mcp.M111.014647	The Matrisome Project ; Naba A, Clauser KR, Hoersch S, Liu H, Carr SA, Hynes RO. The matrisome: in silico definition and in vivo characterization by proteomics of normal and tumor extracellular matrices. Mol. Cell. Prot.  2011. PMID:22159717
central ovary			central superior ovary	http://web.mit.edu/hyneslab/matrisome/ ; doi:10.1074/mcp.M111.014647	The Matrisome Project ; Naba A, Clauser KR, Hoersch S, Liu H, Carr SA, Hynes RO. The matrisome: in silico definition and in vivo characterization by proteomics of normal and tumor extracellular matrices. Mol. Cell. Prot.  2011. PMID:22159717
central superior ovary			central superior antimesenteric ovary	http://web.mit.edu/hyneslab/matrisome/ ; doi:10.1074/mcp.M111.014647	The Matrisome Project ; Naba A, Clauser KR, Hoersch S, Liu H, Carr SA, Hynes RO. The matrisome: in silico definition and in vivo characterization by proteomics of normal and tumor extracellular matrices. Mol. Cell. Prot.  2011. PMID:22159717
central ovary			central superior ovary	doi:10.1093/humupd/dmw039	Chang HM, Qiao J, Leung PC. Oocyte-somatic cell interactions in the human ovary-novel role of bone morphogenetic proteins and growth differentiation factors. Hum Reprod Update. 2016;23(1):1-18.
central superior ovary			central superior antimesenteric ovary	doi:10.1093/humupd/dmw039	Chang HM, Qiao J, Leung PC. Oocyte-somatic cell interactions in the human ovary-novel role of bone morphogenetic proteins and growth differentiation factors. Hum Reprod Update. 2016;23(1):1-18.
central ovary			central superior ovary	doi:10.1093/humupd/dmg016	Stouffer RL. Progesterone as a mediator of gonadotrophin action in the corpus luteum: beyond steroidogenesis. Hum Reprod Update. 2003;9(2):99-117
central superior ovary			central superior antimesenteric ovary	doi:10.1093/humupd/dmg016	Stouffer RL. Progesterone as a mediator of gonadotrophin action in the corpus luteum: beyond steroidogenesis. Hum Reprod Update. 2003;9(2):99-117
central superior ovary			central superior mesenteric ovary	http://web.mit.edu/hyneslab/matrisome/ ; doi:10.1074/mcp.M111.014647	The Matrisome Project ; Naba A, Clauser KR, Hoersch S, Liu H, Carr SA, Hynes RO. The matrisome: in silico definition and in vivo characterization by proteomics of normal and tumor extracellular matrices. Mol. Cell. Prot.  2011. PMID:22159717
